symbol,ltp,changepct,contribution
BAJFINANCE,1037.6,1.6,8.67
ITC,279.35,0.98,7.76
M&M,3117.8,1.13,7.51
INFY,1082.4,0.57,6.42
MARUTI,13783.0,1.47,6.16
HCLTECH,1187.4,1.66,5.71
INDIGO,5265.5,1.83,4.8
TCS,2201.0,0.54,3.47
TITAN,4625.8,1.01,3.23
ICICIBANK,1418.2,0.14,2.81
WIPRO,177.74,1.77,2.51
BHARTIARTL,1921.8,0.18,2.08
RELIANCE,1296.6,0.08,1.66
TECHM,1510.3,0.77,1.45
HINDALCO,959.3,0.37,0.88
SBIN,1031.2,0.11,0.88
ASIANPAINT,2674.7,0.18,0.48
TATACONSUM,1088.5,0.28,0.42
EICHERMOT,7418.5,0.19,0.36
TATASTEEL,185.49,0.12,0.36
BAJAJ-AUTO,10331.5,0.08,0.16
POWERGRID,280.75,0.02,0.05
ADANIENT,3151.4,0.03,0.04
