symbol,ltp,changepct,contribution
ICICIBANK,1275.0,1.98,38.33
SBIN,1002.7,2.11,16.33
AXISBANK,1292.4,1.92,13.21
INDIGO,4537.6,4.08,10.34
BAJFINANCE,886.9,1.81,9.47
RELIANCE,1269.2,0.47,9.42
KOTAKBANK,381.7,1.22,7.29
MARUTI,13120.0,1.61,6.51
LT,3900.6,0.65,5.98
M&M,2990.1,0.81,5.2
ASIANPAINT,2708.1,1.84,4.7
JIOFIN,234.21,2.34,4.68
HINDUNILVR,2132.8,1.08,4.52
EICHERMOT,7203.0,2.17,3.98
SHRIRAMFIN,911.7,1.68,3.75
TRENT,2771.3,1.73,3.26
HINDALCO,1076.7,1.35,3.11
GRASIM,3095.5,1.49,3.08
ULTRACEMCO,10911.0,1.07,2.96
APOLLOHOSP,8524.0,1.98,2.9
ADANIPORTS,1826.4,1.19,2.57
BAJAJFINSV,1693.1,1.1,2.53
ITC,280.0,0.2,1.53
NESTLEIND,1410.4,0.82,1.47
COALINDIA,466.9,0.43,0.73
TATASTEEL,203.18,0.23,0.66
SBILIFE,1769.1,0.27,0.47
ADANIENT,2979.9,0.33,0.42
JSWSTEEL,1261.7,0.08,0.17
