symbol,ltp,changepct,contribution
ICICIBANK,1262.1,0.82,15.96
AXISBANK,1272.3,1.49,10.31
BAJFINANCE,889.4,1.69,8.89
HINDUNILVR,2121.5,1.98,8.33
M&M,3040.5,0.8,5.16
ADANIPORTS,1824.2,1.83,3.98
ETERNAL,256.5,0.84,3.43
ADANIENT,3048.2,2.47,3.17
LT,3953.2,0.28,2.59
ASIANPAINT,2686.7,0.93,2.39
TITAN,4260.2,0.69,2.14
MAXHEALTH,977.25,1.13,1.82
SHRIRAMFIN,923.3,0.81,1.82
SBILIFE,1782.8,1.0,1.75
DRREDDY,1278.2,0.84,1.24
ITC,280.7,0.14,1.08
APOLLOHOSP,8304.5,0.67,0.99
JIOFIN,236.89,0.49,0.98
POWERGRID,285.65,0.37,0.89
HDFCLIFE,575.3,0.27,0.45
NESTLEIND,1386.2,0.24,0.43
SUNPHARMA,1782.2,0.12,0.43
CIPLA,1401.3,0.19,0.32
