symbol,ltp,changepct,contribution
HDFCBANK,998.05,-1.08,-35.76
ICICIBANK,1369.5,-0.99,-21.5
BAJFINANCE,1004.1,-2.44,-14.31
HCLTECH,1608.0,-2.33,-8.69
TATASTEEL,168.0,-2.65,-8.5
SBIN,972.6,-0.92,-7.99
ETERNAL,301.95,-1.64,-7.48
HINDALCO,777.7,-2.84,-7.33
JSWSTEEL,1140.3,-2.6,-6.3
AXISBANK,1275.8,-0.74,-5.71
BAJAJFINSV,2052.4,-2.1,-5.42
BEL,416.35,-1.6,-5.3
RELIANCE,1546.6,-0.16,-3.6
JIOFIN,303.55,-1.58,-3.54
KOTAKBANK,2087.8,-0.52,-3.48
LT,4024.9,-0.31,-3.2
CIPLA,1511.8,-1.15,-2.16
BAJAJ-AUTO,8892.0,-0.98,-2.12
ADANIPORTS,1479.8,-0.76,-1.84
TRENT,4359.1,-0.68,-1.44
ADANIENT,2422.3,-0.98,-1.41
GRASIM,2734.8,-0.5,-1.16
WIPRO,244.49,-0.72,-1.11
SHRIRAMFIN,823.3,-0.4,-1.0
ONGC,246.95,-0.45,-0.96
COALINDIA,378.2,-0.38,-0.72
APOLLOHOSP,7391.0,-0.43,-0.71
ULTRACEMCO,11729.0,-0.2,-0.62
DRREDDY,1243.9,-0.38,-0.62
SBILIFE,2022.5,-0.23,-0.45
