symbol,ltp,changepct,contribution
RELIANCE,1309.0,2.51,52.05
BHARTIARTL,1877.2,3.6,41.57
ITC,266.6,4.34,34.35
INFY,1156.0,1.96,22.07
HDFCBANK,711.9,0.41,12.53
HCLTECH,1351.4,2.99,10.29
KOTAKBANK,425.0,1.34,8.28
ADANIPORTS,1647.5,3.41,7.63
HINDUNILVR,1994.8,1.39,6.02
ONGC,236.45,2.01,3.96
BAJAJ-AUTO,12361.0,1.9,3.79
DRREDDY,1171.0,1.44,2.18
CIPLA,1423.0,0.98,1.7
TECHM,1638.0,0.61,1.14
JSWSTEEL,1313.5,0.44,0.98
POWERGRID,264.55,0.38,0.94
TMPV,310.0,0.37,0.62
EICHERMOT,7970.0,0.21,0.4
ADANIENT,2863.9,0.17,0.22
NTPC,327.5,0.03,0.09
