symbol,ltp,changepct,contribution
RELIANCE,1274.0,-0.39,-7.89
ICICIBANK,1384.5,-0.33,-6.45
HCLTECH,1207.0,-1.85,-6.21
M&M,3123.8,-0.83,-5.38
ITC,259.3,-0.58,-4.48
TATASTEEL,186.78,-1.04,-3.0
HINDALCO,1014.0,-1.26,-2.93
INDIGO,4945.0,-0.6,-1.54
TMPV,300.5,-0.83,-1.36
ADANIENT,3077.2,-0.89,-1.15
TCS,2204.1,-0.18,-1.13
APOLLOHOSP,8900.0,-0.75,-1.11
JSWSTEEL,1304.0,-0.46,-1.0
MARUTI,12590.0,-0.22,-0.9
NESTLEIND,1386.2,-0.49,-0.89
EICHERMOT,7697.0,-0.48,-0.89
ADANIPORTS,1768.0,-0.39,-0.85
SUNPHARMA,1861.0,-0.21,-0.76
BEL,405.0,-0.25,-0.75
JIOFIN,230.25,-0.32,-0.65
HINDUNILVR,1942.3,-0.14,-0.59
WIPRO,166.3,-0.42,-0.58
BAJAJ-AUTO,11768.0,-0.19,-0.37
DRREDDY,1143.0,-0.17,-0.25
TATACONSUM,999.6,-0.14,-0.21
TRENT,2818.7,-0.05,-0.1
