symbol,ltp,changepct,contribution
CIPLA,1399.0,1.16,1.93
ONGC,239.0,0.89,1.68
NTPC,326.6,0.18,0.54
SBILIFE,1755.0,-0.28,-0.48
TCS,2087.0,-0.12,-0.74
COALINDIA,422.0,-0.6,-1.01
WIPRO,163.64,-0.76,-1.03
TATACONSUM,986.3,-0.8,-1.16
DRREDDY,1200.4,-0.89,-1.29
GRASIM,3166.5,-0.69,-1.42
TECHM,1543.0,-0.9,-1.62
MAXHEALTH,1046.0,-1.31,-2.08
ULTRACEMCO,11056.0,-0.89,-2.44
ADANIPORTS,1785.3,-1.22,-2.62
SUNPHARMA,1849.9,-0.81,-2.88
APOLLOHOSP,8888.5,-1.99,-2.89
TMPV,295.0,-1.83,-2.95
TITAN,4832.5,-0.97,-2.98
BEL,392.0,-1.02,-2.99
EICHERMOT,7338.5,-1.76,-3.21
BAJAJ-AUTO,11208.0,-1.68,-3.22
POWERGRID,266.4,-1.41,-3.35
HCLTECH,1243.6,-1.04,-3.43
HINDUNILVR,1933.5,-0.85,-3.53
ADANIENT,2900.0,-3.11,-3.94
JSWSTEEL,1273.2,-1.9,-4.08
TATASTEEL,188.02,-1.47,-4.17
JIOFIN,227.2,-2.13,-4.22
SHRIRAMFIN,990.0,-2.06,-4.56
NESTLEIND,1351.0,-2.61,-4.63
HINDALCO,982.0,-2.17,-4.95
TRENT,2700.0,-2.67,-4.99
ITC,268.0,-0.8,-6.07
INFY,1014.5,-0.59,-6.37
ASIANPAINT,2392.7,-2.54,-6.44
INDIGO,4890.0,-2.75,-6.91
MARUTI,11990.0,-1.96,-7.87
ICICIBANK,1334.5,-0.41,-7.88
ETERNAL,335.5,-2.09,-8.44
HDFCLIFE,526.9,-6.16,-10.09
BAJAJFINSV,1762.3,-4.56,-10.41
M&M,2982.7,-1.72,-10.95
KOTAKBANK,405.0,-2.0,-11.85
SBIN,978.5,-1.57,-12.06
LT,3858.4,-1.82,-16.62
BHARTIARTL,1795.8,-2.04,-22.58
BAJFINANCE,982.0,-5.87,-30.46
AXISBANK,1186.5,-4.56,-31.13
HDFCBANK,728.9,-1.13,-33.1
RELIANCE,1219.2,-2.31,-45.92
