symbol,ltp,changepct,contribution
ICICIBANK,1427.7,1.17,25.48
INFY,1639.0,1.66,20.31
TITAN,4273.2,3.93,13.66
TCS,3295.6,1.22,8.52
HCLTECH,1647.7,1.94,7.25
SUNPHARMA,1782.6,1.27,5.11
LT,4157.0,0.4,4.14
JIOFIN,303.5,1.66,3.73
ETERNAL,280.95,0.68,3.11
WIPRO,270.8,1.96,3.02
TECHM,1625.2,1.46,2.98
BAJAJ-AUTO,9789.5,1.33,2.89
JSWSTEEL,1189.8,1.15,2.8
APOLLOHOSP,7447.5,1.35,2.22
BEL,415.65,0.62,2.06
COALINDIA,431.65,1.08,2.06
EICHERMOT,7582.5,0.8,1.65
AXISBANK,1295.5,0.13,1.01
ADANIENT,2274.1,0.66,0.95
TRENT,4060.5,0.32,0.68
TATACONSUM,1212.6,0.18,0.3
