symbol,ltp,changepct,contribution
HDFCBANK,1001.6,1.04,34.77
ICICIBANK,1355.4,1.28,28.07
RELIANCE,1592.3,1.05,23.83
NTPC,352.1,4.49,15.49
SBIN,998.95,1.42,12.45
COALINDIA,427.9,6.42,12.34
BAJFINANCE,990.45,1.75,10.37
HINDALCO,925.7,3.32,8.65
INFY,1640.4,0.65,8.01
M&M,3802.4,1.09,7.92
MARUTI,16960.0,1.49,6.83
LT,4163.4,0.55,5.73
TRENT,4409.6,2.54,5.42
TCS,3250.7,0.72,5.06
HINDUNILVR,2348.0,1.06,5.02
BEL,403.15,1.35,4.51
JIOFIN,301.7,1.99,4.51
POWERGRID,270.95,1.53,4.15
ONGC,241.46,1.46,3.15
SBILIFE,2067.4,1.31,2.59
MAXHEALTH,1062.6,1.24,2.25
ASIANPAINT,2772.6,0.74,2.14
JSWSTEEL,1180.7,0.78,1.91
TATASTEEL,182.88,0.54,1.75
SUNPHARMA,1728.0,0.4,1.62
TMPV,370.35,0.76,1.4
ADANIPORTS,1489.5,0.56,1.37
CIPLA,1511.6,0.71,1.35
HCLTECH,1640.2,0.35,1.32
ADANIENT,2279.8,0.87,1.26
HDFCLIFE,754.85,0.63,1.18
WIPRO,269.0,0.61,0.95
ETERNAL,284.15,0.12,0.55
TECHM,1612.0,0.27,0.55
APOLLOHOSP,7129.5,0.25,0.41
GRASIM,2856.4,0.16,0.37
DRREDDY,1256.1,0.21,0.35
TITAN,4051.7,0.06,0.21
BAJAJFINSV,2038.4,0.07,0.18
ULTRACEMCO,11899.0,-0.02,-0.06
INDIGO,5106.0,-0.09,-0.26
EICHERMOT,7334.5,-0.18,-0.37
TATACONSUM,1170.7,-0.53,-0.88
BAJAJ-AUTO,9502.5,-0.58,-1.27
SHRIRAMFIN,1010.35,-0.93,-2.35
BHARTIARTL,2106.3,-0.19,-2.4
NESTLEIND,1279.7,-1.2,-2.43
AXISBANK,1266.9,-0.59,-4.6
KOTAKBANK,2195.1,-1.03,-6.97
ITC,350.05,-3.94,-34.13
