symbol,ltp,changepct,contribution
SBIN,1101.1,0.63,5.01
TRENT,4297.3,1.08,2.09
COALINDIA,456.0,1.19,2.08
BAJFINANCE,921.55,0.35,1.88
HDFCBANK,784.85,0.06,1.82
HINDALCO,1048.35,0.67,1.59
NESTLEIND,1421.3,0.77,1.42
KOTAKBANK,370.85,0.12,0.74
BAJAJ-AUTO,9576.0,0.27,0.54
EICHERMOT,7111.5,0.27,0.51
SHRIRAMFIN,1011.3,0.2,0.46
GRASIM,2739.3,0.16,0.34
JSWSTEEL,1255.7,-0.1,-0.22
NTPC,401.85,-0.1,-0.31
TMPV,350.5,-0.41,-0.69
ADANIENT,2287.6,-0.54,-0.71
APOLLOHOSP,7732.5,-0.62,-0.93
ONGC,284.8,-0.51,-1.0
TATASTEEL,210.07,-0.4,-1.18
MAXHEALTH,999.4,-0.73,-1.2
TATACONSUM,1174.0,-0.88,-1.32
CIPLA,1295.0,-0.83,-1.43
DRREDDY,1317.1,-1.04,-1.57
INDIGO,4523.1,-0.72,-1.88
AXISBANK,1365.9,-0.27,-1.91
M&M,3038.4,-0.31,-2.04
POWERGRID,316.4,-0.86,-2.12
WIPRO,199.36,-1.68,-2.37
JIOFIN,245.73,-1.18,-2.43
ADANIPORTS,1585.1,-1.11,-2.47
BAJAJFINSV,1770.7,-1.22,-2.89
HDFCLIFE,588.2,-1.75,-2.97
TITAN,4410.0,-1.04,-3.31
MARUTI,13048.0,-0.85,-3.53
BEL,444.45,-1.22,-3.7
ASIANPAINT,2485.1,-1.44,-3.79
ULTRACEMCO,11998.0,-1.39,-3.95
ETERNAL,256.79,-1.2,-5.02
SBILIFE,1768.9,-3.24,-5.81
HINDUNILVR,2327.3,-1.65,-7.1
TECHM,1358.5,-4.43,-8.26
LT,4014.3,-0.98,-9.27
ITC,301.6,-1.21,-9.51
SUNPHARMA,1620.4,-3.55,-13.07
BHARTIARTL,1814.5,-1.45,-16.63
HCLTECH,1203.2,-5.82,-19.89
RELIANCE,1327.8,-1.16,-23.9
TCS,2396.9,-4.95,-31.58
ICICIBANK,1326.2,-1.62,-32.25
INFY,1154.6,-6.93,-77.51
