symbol,ltp,changepct,contribution
RELIANCE,1463.1,2.26,46.99
HDFCBANK,779.4,1.0,30.63
LT,4100.8,2.16,20.63
ICICIBANK,1270.8,0.59,11.85
ADANIPORTS,1742.6,5.15,11.55
HINDUNILVR,2309.3,2.59,11.24
MARUTI,13580.0,2.0,8.39
ETERNAL,251.9,1.97,8.32
BAJFINANCE,950.2,1.41,7.65
EICHERMOT,7329.0,3.09,5.89
SHRIRAMFIN,960.45,2.46,5.7
JIOFIN,252.74,2.59,5.37
GRASIM,2856.0,2.2,4.72
ADANIENT,2485.7,3.21,4.26
ULTRACEMCO,11758.0,1.48,4.25
AXISBANK,1275.1,0.54,3.86
CIPLA,1335.0,1.94,3.37
BAJAJFINSV,1770.4,1.33,3.18
SUNPHARMA,1823.5,0.84,3.12
MAXHEALTH,1011.55,1.86,3.1
BAJAJ-AUTO,10132.0,1.38,2.76
TATACONSUM,1160.4,1.38,2.1
APOLLOHOSP,7737.5,1.32,2.01
M&M,3106.5,0.29,1.93
BEL,433.55,0.52,1.59
TATASTEEL,212.24,0.42,1.25
HINDALCO,1042.7,0.45,1.07
TMPV,343.05,0.44,0.74
NTPC,400.05,0.23,0.73
TRENT,4158.5,0.34,0.66
POWERGRID,319.05,0.22,0.55
HDFCLIFE,588.35,0.25,0.43
HCLTECH,1200.5,0.12,0.41
ASIANPAINT,2448.1,0.15,0.4
JSWSTEEL,1266.6,0.17,0.38
SBILIFE,1820.1,0.06,0.11
WIPRO,200.75,0.05,0.07
SBIN,1068.4,-0.0,-0.0
NESTLEIND,1457.1,-0.1,-0.19
TECHM,1471.6,-0.13,-0.24
COALINDIA,479.95,-0.31,-0.55
TITAN,4363.0,-0.51,-1.64
INDIGO,4262.4,-0.77,-2.02
DRREDDY,1287.2,-2.7,-4.1
ONGC,292.9,-2.22,-4.39
ITC,311.1,-1.21,-9.6
TCS,2431.3,-1.72,-11.08
INFY,1168.4,-1.13,-12.76
KOTAKBANK,371.65,-3.04,-18.84
BHARTIARTL,1827.1,-3.16,-36.58
