symbol,ltp,changepct,contribution
ASIANPAINT,2954.4,3.03,8.68
BHARTIARTL,2104.0,0.68,8.5
MARUTI,16239.0,0.88,3.99
HINDUNILVR,2477.8,0.54,2.53
BAJFINANCE,1025.5,0.43,2.52
DRREDDY,1275.2,1.2,1.97
NTPC,328.6,0.46,1.57
SBILIFE,1981.5,0.5,0.98
TECHM,1536.7,0.47,0.95
TRENT,4226.5,0.25,0.53
TCS,3135.7,0.07,0.49
GRASIM,2735.0,0.13,0.3
ULTRACEMCO,11666.0,0.03,0.09
JIOFIN,304.85,0.03,0.07
WIPRO,250.17,-0.04,-0.06
TATACONSUM,1162.2,-0.14,-0.23
BAJAJ-AUTO,9085.5,-0.12,-0.26
NESTLEIND,1258.9,-0.13,-0.26
COALINDIA,378.95,-0.18,-0.34
EICHERMOT,7112.5,-0.18,-0.37
TITAN,3885.8,-0.23,-0.8
CIPLA,1516.6,-0.43,-0.81
APOLLOHOSP,7242.0,-0.62,-1.02
TMPV,361.75,-0.56,-1.02
ONGC,243.54,-0.53,-1.13
HINDALCO,806.85,-0.49,-1.26
MAXHEALTH,1117.5,-0.7,-1.26
JSWSTEEL,1162.0,-0.55,-1.33
ADANIENT,2239.6,-0.99,-1.42
ETERNAL,300.55,-0.32,-1.46
TATASTEEL,167.78,-0.5,-1.6
KOTAKBANK,2142.4,-0.24,-1.61
HCLTECH,1635.5,-0.45,-1.68
SUNPHARMA,1799.5,-0.44,-1.76
HDFCLIFE,759.0,-1.01,-1.87
ADANIPORTS,1518.1,-0.81,-1.96
BAJAJFINSV,2065.9,-0.76,-1.96
POWERGRID,267.45,-0.82,-2.2
INFY,1561.0,-0.19,-2.31
SHRIRAMFIN,843.4,-0.96,-2.4
BEL,413.05,-1.01,-3.34
INDIGO,5697.5,-1.67,-4.74
M&M,3716.5,-0.67,-4.81
SBIN,967.3,-0.6,-5.2
ITC,400.95,-0.82,-7.02
AXISBANK,1258.0,-1.39,-10.71
LT,4030.5,-1.05,-10.82
ICICIBANK,1373.0,-1.23,-26.67
RELIANCE,1546.3,-1.26,-28.27
HDFCBANK,989.8,-1.23,-40.66
