symbol,ltp,changepct,contribution
ICICIBANK,1343.0,1.68,39.19
BAJFINANCE,1066.6,2.32,12.12
M&M,3690.2,1.94,11.67
INFY,1476.8,0.68,8.51
TATASTEEL,181.37,2.26,6.05
SHRIRAMFIN,816.35,2.92,5.81
BAJAJFINSV,2102.1,1.85,4.53
BEL,414.25,1.32,3.43
HDFCLIFE,749.25,1.76,3.23
ADANIENT,2369.4,2.33,3.21
SBILIFE,1998.9,1.41,2.59
GRASIM,2724.6,0.9,2.18
POWERGRID,272.0,0.66,2.14
EICHERMOT,6886.0,1.15,2.05
KOTAKBANK,2088.3,0.24,1.8
INDUSINDBK,797.25,1.39,1.77
ADANIPORTS,1448.3,0.79,1.65
COALINDIA,376.0,0.76,1.55
SUNPHARMA,1691.4,0.33,1.51
ASIANPAINT,2613.8,0.42,1.07
JIOFIN,299.3,0.4,0.79
MARUTI,15479.0,0.17,0.63
ONGC,252.2,0.28,0.61
JSWSTEEL,1171.7,0.25,0.57
CIPLA,1505.7,0.28,0.56
ETERNAL,306.1,0.15,0.56
HINDALCO,790.4,0.25,0.52
LT,3882.5,0.02,0.18
DRREDDY,1205.4,0.02,0.03
BAJAJ-AUTO,8721.5,0.01,0.02
