symbol,ltp,changepct,contribution
ICICIBANK,1343.0,1.71,39.89
BAJFINANCE,1066.6,2.37,12.39
M&M,3690.2,1.98,11.91
INFY,1476.8,0.69,8.64
TATASTEEL,181.37,2.31,6.18
SHRIRAMFIN,816.35,3.01,5.99
BAJAJFINSV,2102.1,1.89,4.63
BEL,414.25,1.33,3.46
HDFCLIFE,749.25,1.79,3.29
ADANIENT,2369.4,2.38,3.28
SBILIFE,1998.9,1.43,2.62
GRASIM,2724.6,0.91,2.2
POWERGRID,272.0,0.67,2.17
EICHERMOT,6886.0,1.17,2.09
INDUSINDBK,797.25,1.41,1.8
KOTAKBANK,2088.3,0.24,1.8
ADANIPORTS,1448.3,0.8,1.67
COALINDIA,376.0,0.76,1.55
SUNPHARMA,1691.4,0.33,1.51
ASIANPAINT,2613.8,0.42,1.07
JIOFIN,299.3,0.4,0.79
MARUTI,15479.0,0.17,0.63
ONGC,252.2,0.28,0.61
JSWSTEEL,1171.7,0.25,0.57
CIPLA,1505.7,0.28,0.56
ETERNAL,306.1,0.15,0.56
HINDALCO,790.4,0.25,0.52
LT,3882.5,0.02,0.18
DRREDDY,1205.4,0.02,0.03
BAJAJ-AUTO,8721.5,0.01,0.02
TITAN,3769.3,-0.14,-0.45
NESTLEIND,1262.7,-0.27,-0.54
HEROMOTOCO,5296.0,-0.56,-0.64
NTPC,326.1,-0.17,-0.66
ULTRACEMCO,11849.0,-0.51,-1.6
TMPV,405.7,-0.53,-1.65
WIPRO,236.49,-1.48,-2.34
APOLLOHOSP,7642.0,-1.8,-2.94
TRENT,4627.3,-1.11,-2.94
TATACONSUM,1167.2,-1.95,-3.43
HCLTECH,1512.4,-0.92,-3.54
SBIN,955.85,-0.51,-3.58
AXISBANK,1222.8,-0.46,-3.61
TECHM,1386.7,-1.9,-4.21
HINDUNILVR,2414.0,-0.9,-4.34
TCS,2991.8,-0.63,-5.14
ITC,404.05,-0.85,-7.8
HDFCBANK,982.3,-0.24,-8.14
RELIANCE,1478.0,-1.21,-26.68
BHARTIARTL,2001.2,-4.47,-51.73
