symbol,ltp,changepct,contribution
M&M,3660.3,1.9,13.6
BHARTIARTL,2099.8,0.87,10.83
AXISBANK,1246.0,1.14,8.75
SBIN,973.45,0.87,7.51
TATASTEEL,175.8,2.03,6.48
SHRIRAMFIN,979.4,2.5,6.23
HINDALCO,884.15,2.21,5.68
BAJAJ-AUTO,9282.0,2.15,4.63
JSWSTEEL,1111.6,1.74,4.2
LT,4052.0,0.33,3.39
MARUTI,16647.0,0.63,2.84
BAJAJFINSV,2026.4,0.71,1.82
TMPV,361.75,0.88,1.6
ADANIPORTS,1461.2,0.47,1.13
ADANIENT,2214.7,0.52,0.74
SUNPHARMA,1720.2,0.17,0.68
BEL,393.3,0.01,0.03
GRASIM,2841.7,-0.02,-0.05
ONGC,234.68,-0.06,-0.13
CIPLA,1492.5,-0.1,-0.19
POWERGRID,260.35,-0.1,-0.27
WIPRO,263.65,-0.22,-0.34
DRREDDY,1265.8,-0.22,-0.36
NTPC,324.9,-0.18,-0.61
HINDUNILVR,2290.2,-0.14,-0.65
TITAN,3974.1,-0.24,-0.83
HDFCLIFE,743.0,-0.46,-0.85
TRENT,4207.7,-0.43,-0.9
NESTLEIND,1274.1,-0.46,-0.92
TCS,3246.8,-0.14,-0.97
TECHM,1604.6,-0.48,-0.97
JIOFIN,292.5,-0.49,-1.09
COALINDIA,398.0,-0.66,-1.25
ICICIBANK,1342.5,-0.06,-1.3
SBILIFE,1995.5,-0.71,-1.38
ASIANPAINT,2758.3,-0.62,-1.77
KOTAKBANK,2152.7,-0.27,-1.8
APOLLOHOSP,6990.0,-1.33,-2.17
TATACONSUM,1179.0,-1.36,-2.22
EICHERMOT,7192.5,-1.09,-2.23
ULTRACEMCO,11705.0,-0.8,-2.47
HDFCBANK,990.9,-0.08,-2.64
HCLTECH,1615.2,-0.96,-3.56
INDIGO,5018.0,-1.33,-3.76
MAXHEALTH,1040.8,-2.19,-3.92
ITC,400.6,-0.5,-4.27
BAJFINANCE,989.3,-0.87,-5.08
RELIANCE,1539.8,-0.38,-8.5
ETERNAL,277.1,-2.03,-9.21
INFY,1621.6,-1.4,-17.0
