symbol,ltp,changepct,contribution
RELIANCE,1475.3,0.32,7.08
ASIANPAINT,2825.5,1.38,3.9
HCLTECH,1661.4,0.88,3.23
ONGC,234.09,1.14,2.4
BEL,418.65,0.72,2.35
SBIN,1000.5,0.25,2.14
ETERNAL,284.35,0.28,1.26
TCS,3207.8,0.12,0.82
CIPLA,1465.7,0.35,0.65
INFY,1614.1,0.05,0.6
JSWSTEEL,1158.8,0.25,0.6
TECHM,1582.2,0.27,0.54
DRREDDY,1210.1,0.26,0.42
WIPRO,261.95,-0.1,-0.15
LT,4025.2,-0.08,-0.81
HINDALCO,900.95,-0.33,-0.84
TRENT,3972.9,-0.44,-0.92
NESTLEIND,1299.1,-0.6,-1.19
SBILIFE,2070.0,-0.62,-1.19
EICHERMOT,7507.0,-0.59,-1.2
GRASIM,2776.9,-0.54,-1.23
POWERGRID,258.0,-0.5,-1.32
KOTAKBANK,2126.8,-0.29,-1.91
HDFCLIFE,749.9,-1.1,-2.01
BAJAJFINSV,1992.4,-0.83,-2.11
MAXHEALTH,1017.2,-1.24,-2.2
APOLLOHOSP,7256.5,-1.49,-2.41
TMPV,354.15,-1.5,-2.7
HINDUNILVR,2372.6,-0.59,-2.73
TATACONSUM,1175.9,-1.83,-2.96
TATASTEEL,178.4,-0.96,-3.03
COALINDIA,418.35,-1.65,-3.09
ULTRACEMCO,11937.0,-1.06,-3.24
INDIGO,4844.0,-1.29,-3.61
TITAN,4201.8,-1.12,-3.83
ADANIENT,2153.7,-2.8,-3.96
BAJAJ-AUTO,9562.5,-2.07,-4.41
SHRIRAMFIN,975.4,-1.79,-4.41
MARUTI,16501.0,-0.99,-4.42
JIOFIN,287.25,-2.19,-4.84
ADANIPORTS,1435.9,-2.04,-4.87
SUNPHARMA,1729.9,-1.78,-7.04
BAJFINANCE,959.6,-1.29,-7.45
NTPC,336.0,-2.5,-8.41
AXISBANK,1272.0,-1.16,-8.82
M&M,3677.3,-1.27,-9.0
ITC,337.15,-1.11,-9.38
BHARTIARTL,2027.1,-1.93,-23.79
HDFCBANK,939.0,-0.82,-26.75
ICICIBANK,1404.3,-2.19,-46.85
