symbol,ltp,changepct,contribution
HDFCBANK,982.5,0.93,31.06
ICICIBANK,1375.9,0.92,21.14
BHARTIARTL,1929.0,1.36,15.5
RELIANCE,1384.8,0.71,15.42
HCLTECH,1433.4,1.11,4.21
BAJFINANCE,1016.55,0.76,3.91
M&M,3492.8,0.6,3.56
ULTRACEMCO,12184.0,1.07,3.3
ETERNAL,337.85,0.82,3.03
BAJAJ-AUTO,8904.0,1.27,2.58
MARUTI,16108.0,0.69,2.53
POWERGRID,289.0,0.73,2.33
JIOFIN,309.9,1.19,2.3
TATASTEEL,171.43,0.81,2.14
EICHERMOT,6957.0,1.12,1.97
INDUSINDBK,749.0,1.31,1.64
COALINDIA,384.7,0.73,1.47
SBILIFE,1784.1,0.75,1.36
WIPRO,243.53,0.58,0.9
APOLLOHOSP,7700.0,0.5,0.8
HEROMOTOCO,5615.0,0.6,0.68
GRASIM,2808.0,0.02,0.05
CIPLA,1513.3,0.01,0.02
