symbol,ltp,changepct,contribution
SBIN,971.5,2.47,21.54
HDFCBANK,1003.3,0.61,20.29
INFY,1616.2,1.16,14.22
LT,4038.2,1.37,14.21
BAJFINANCE,1048.0,1.84,10.84
ICICIBANK,1392.5,0.42,9.16
M&M,3717.1,1.24,8.96
MARUTI,16282.0,1.8,8.2
SHRIRAMFIN,854.9,3.23,8.12
RELIANCE,1540.6,0.33,7.45
HCLTECH,1683.0,1.72,6.44
KOTAKBANK,2154.9,0.91,6.12
BAJAJFINSV,2096.5,2.31,5.99
ITC,404.95,0.47,4.05
HINDALCO,823.25,1.54,3.99
EICHERMOT,7208.0,1.52,3.14
ADANIENT,2265.4,2.14,3.08
BHARTIARTL,2108.8,0.24,3.02
JSWSTEEL,1162.2,1.01,2.46
MAXHEALTH,1097.4,1.25,2.26
TATACONSUM,1162.9,1.26,2.08
SBILIFE,2023.7,1.04,2.04
TCS,3238.2,0.28,1.96
HDFCLIFE,768.3,0.99,1.84
WIPRO,259.91,1.16,1.79
AXISBANK,1282.5,0.2,1.55
GRASIM,2747.0,0.61,1.42
TITAN,3813.3,0.34,1.18
JIOFIN,303.75,0.5,1.13
TECHM,1570.8,0.54,1.1
ASIANPAINT,2968.5,0.38,1.09
NESTLEIND,1246.9,0.36,0.73
POWERGRID,269.8,0.26,0.7
TATASTEEL,167.11,0.2,0.64
ADANIPORTS,1509.4,0.25,0.61
BAJAJ-AUTO,9109.0,0.26,0.57
COALINDIA,379.95,0.24,0.46
NTPC,323.3,0.11,0.38
