symbol,ltp,changepct,contribution
HDFCBANK,731.55,-3.37,-95.58
ICICIBANK,1205.9,-2.31,-42.97
BHARTIARTL,1782.4,-3.45,-36.98
SBIN,979.4,-4.09,-30.41
BAJFINANCE,801.55,-5.27,-26.48
AXISBANK,1161.3,-3.78,-24.99
KOTAKBANK,353.4,-3.61,-20.72
M&M,2954.7,-2.93,-18.06
ITC,287.7,-2.43,-17.85
INFY,1250.6,-1.53,-15.99
LT,3504.1,-1.71,-15.12
INDIGO,3943.5,-3.96,-9.64
BAJAJFINSV,1631.8,-3.85,-8.51
TCS,2358.9,-1.31,-7.81
SHRIRAMFIN,872.1,-3.63,-7.78
ULTRACEMCO,10745.0,-2.83,-7.52
JIOFIN,224.1,-3.77,-7.24
ETERNAL,228.98,-1.83,-7.15
SUNPHARMA,1757.2,-2.07,-7.12
EICHERMOT,6586.0,-3.42,-6.03
RELIANCE,1343.9,-0.31,-5.97
TRENT,3295.8,-3.15,-5.7
SBILIFE,1777.3,-3.39,-5.68
GRASIM,2557.7,-2.76,-5.49
HCLTECH,1341.6,-1.7,-5.43
HDFCLIFE,590.6,-3.32,-5.26
ASIANPAINT,2165.2,-1.95,-4.79
TATACONSUM,1014.8,-3.32,-4.67
ADANIENT,1758.8,-3.65,-4.48
ADANIPORTS,1312.6,-1.92,-3.99
NTPC,370.65,-1.35,-3.95
HINDUNILVR,2055.2,-0.93,-3.74
TMPV,296.2,-2.36,-3.69
DRREDDY,1254.9,-2.14,-3.01
BEL,400.65,-1.02,-2.89
WIPRO,187.64,-2.11,-2.78
NESTLEIND,1174.8,-1.57,-2.7
MARUTI,12306.0,-0.67,-2.6
BAJAJ-AUTO,8781.5,-1.36,-2.52
APOLLOHOSP,7419.0,-1.75,-2.46
CIPLA,1224.2,-1.48,-2.38
TITAN,3951.4,-0.76,-2.26
MAXHEALTH,962.3,-1.33,-2.05
TATASTEEL,191.86,-0.71,-1.95
JSWSTEEL,1122.5,-0.69,-1.43
TECHM,1384.0,-0.55,-0.96
