symbol,ltp,changepct,contribution
HDFCBANK,973.45,0.86,28.68
INFY,1476.0,2.03,25.0
TCS,2988.4,2.98,23.91
AXISBANK,1212.8,2.69,20.78
RELIANCE,1375.0,0.85,18.44
KOTAKBANK,2146.0,2.17,16.05
BAJFINANCE,1008.9,1.93,9.92
SHRIRAMFIN,671.45,3.97,7.77
ETERNAL,335.1,2.02,7.45
HCLTECH,1417.7,1.74,6.59
SUNPHARMA,1654.7,1.44,6.46
TECHM,1439.3,2.76,6.02
SBIN,874.05,0.78,5.38
APOLLOHOSP,7662.0,2.85,4.57
MARUTI,15998.0,1.21,4.43
BAJAJFINSV,2033.2,1.61,3.88
BHARTIARTL,1903.1,0.34,3.87
JIOFIN,306.25,1.51,2.92
BAJAJ-AUTO,8792.0,1.3,2.64
NESTLEIND,1181.7,1.01,1.98
ONGC,245.86,0.9,1.94
M&M,3472.0,0.29,1.72
GRASIM,2807.4,0.57,1.36
ULTRACEMCO,12055.0,0.3,0.93
HDFCLIFE,763.05,0.51,0.92
LT,3737.0,0.1,0.89
WIPRO,242.13,0.48,0.75
TATACONSUM,1142.1,0.4,0.69
HEROMOTOCO,5581.5,0.56,0.63
BEL,413.25,0.15,0.38
DRREDDY,1248.6,0.04,0.07
ASIANPAINT,2354.8,-0.13,-0.33
JSWSTEEL,1159.9,-0.15,-0.33
HINDUNILVR,2541.8,-0.12,-0.57
CIPLA,1513.1,-0.3,-0.59
COALINDIA,381.9,-0.38,-0.76
ADANIENT,2573.5,-0.63,-0.85
HINDALCO,776.7,-0.47,-0.97
INDUSINDBK,739.3,-1.08,-1.35
SBILIFE,1770.9,-0.8,-1.44
TATAMOTORS,712.65,-0.48,-1.47
EICHERMOT,6880.0,-0.88,-1.54
TRENT,4777.3,-0.8,-2.09
TITAN,3425.4,-0.81,-2.58
ADANIPORTS,1400.5,-1.31,-2.69
ICICIBANK,1363.4,-0.13,-2.98
POWERGRID,286.9,-0.97,-3.09
NTPC,339.1,-0.85,-3.26
TATASTEEL,170.06,-1.82,-4.79
ITC,400.75,-0.88,-7.94
