symbol,ltp,changepct,contribution
HDFCBANK,965.25,1.48,48.89
ICICIBANK,1372.0,1.75,39.77
KOTAKBANK,2063.3,3.42,25.06
AXISBANK,1159.5,2.41,18.44
TATAMOTORS,718.35,5.31,16.09
SUNPHARMA,1636.2,2.56,11.38
SHRIRAMFIN,648.7,5.03,9.74
ITC,405.6,1.0,8.94
TRENT,4832.0,3.2,8.27
RELIANCE,1368.7,0.34,7.3
TCS,2914.2,0.89,7.07
M&M,3463.4,1.05,6.15
ADANIENT,2592.7,3.35,4.49
JIOFIN,300.05,2.28,4.36
HINDUNILVR,2536.2,0.86,4.04
ETERNAL,329.0,1.06,3.87
TITAN,3408.3,1.21,3.82
INFY,1445.8,0.28,3.41
ONGC,243.04,1.46,3.12
GRASIM,2789.7,1.18,2.78
DRREDDY,1244.7,1.69,2.77
ADANIPORTS,1422.7,1.35,2.75
LT,3670.3,0.31,2.74
TECHM,1416.0,1.11,2.4
TATACONSUM,1144.8,1.35,2.31
NESTLEIND,1166.4,1.16,2.25
HDFCLIFE,764.0,0.99,1.77
BEL,406.5,0.63,1.6
INDUSINDBK,743.15,1.02,1.27
CIPLA,1513.0,0.64,1.26
HCLTECH,1389.5,0.32,1.2
WIPRO,241.07,0.71,1.09
HINDALCO,765.95,0.52,1.06
SBILIFE,1801.1,0.58,1.04
APOLLOHOSP,7441.0,0.43,0.68
JSWSTEEL,1146.1,0.3,0.66
POWERGRID,280.65,0.14,0.44
EICHERMOT,7021.5,0.23,0.4
BAJAJFINSV,2007.0,0.03,0.07
