symbol,ltp,changepct,contribution
KOTAKBANK,426.9,2.08,13.68
INDIGO,4941.5,4.25,11.85
BAJFINANCE,969.45,2.02,11.63
HINDUNILVR,2413.9,2.27,10.45
ITC,333.2,1.22,10.27
MARUTI,16176.0,2.0,8.9
AXISBANK,1307.5,1.03,7.8
TECHM,1718.3,2.86,5.71
HCLTECH,1716.8,1.11,4.06
SHRIRAMFIN,1010.35,1.5,3.68
LT,3869.8,0.35,3.55
TRENT,3945.6,1.18,2.45
BEL,412.8,0.62,2.01
BAJAJFINSV,2017.8,0.76,1.93
SUNPHARMA,1675.4,0.39,1.54
HINDALCO,939.95,0.57,1.44
HDFCLIFE,736.8,0.58,1.05
POWERGRID,257.65,0.14,0.37
EICHERMOT,7323.5,0.12,0.24
TATASTEEL,188.27,0.03,0.09
