symbol,ltp,changepct,contribution
M&M,3370.7,2.12,14.23
BAJAJ-AUTO,10605.0,2.77,5.59
HDFCLIFE,625.4,3.14,5.42
KOTAKBANK,379.4,0.74,4.63
NTPC,400.35,1.39,4.43
LT,4023.0,0.36,3.47
GRASIM,2960.6,1.57,3.4
SHRIRAMFIN,1015.65,1.15,2.69
ETERNAL,257.42,0.54,2.3
HINDALCO,1055.7,0.95,2.29
TATASTEEL,217.09,0.75,2.24
ONGC,283.9,1.1,2.19
JSWSTEEL,1283.4,0.79,1.79
APOLLOHOSP,7837.0,0.99,1.52
MARUTI,13770.0,0.35,1.48
SBILIFE,1872.2,0.71,1.3
ULTRACEMCO,12146.0,0.44,1.27
ASIANPAINT,2530.6,0.46,1.23
BEL,439.45,0.29,0.9
TMPV,359.25,0.31,0.53
EICHERMOT,7327.5,0.23,0.44
TRENT,4294.1,0.1,0.2
TATACONSUM,1151.7,-0.04,-0.06
MAXHEALTH,1015.3,-0.06,-0.1
CIPLA,1362.3,-0.15,-0.26
DRREDDY,1307.6,-0.26,-0.4
INDIGO,4506.9,-0.29,-0.77
ICICIBANK,1279.0,-0.04,-0.81
AXISBANK,1292.7,-0.12,-0.86
JIOFIN,251.02,-0.56,-1.17
WIPRO,197.36,-0.88,-1.26
NESTLEIND,1476.0,-0.68,-1.27
COALINDIA,466.65,-0.75,-1.33
ADANIENT,2513.7,-1.05,-1.4
BAJAJFINSV,1824.5,-0.63,-1.52
HCLTECH,1183.4,-0.48,-1.67
POWERGRID,313.8,-0.68,-1.7
HDFCBANK,796.05,-0.06,-1.85
ADANIPORTS,1732.8,-0.89,-2.01
TECHM,1448.2,-1.26,-2.39
RELIANCE,1436.2,-0.12,-2.52
SBIN,1092.0,-0.36,-2.92
SUNPHARMA,1834.4,-0.85,-3.18
TITAN,4307.5,-1.2,-3.88
INFY,1162.7,-0.39,-4.44
BAJFINANCE,972.75,-0.82,-4.49
BHARTIARTL,1826.6,-0.39,-4.55
ITC,307.4,-1.06,-8.48
HINDUNILVR,2272.2,-1.94,-8.49
TCS,2401.4,-1.4,-9.09
