symbol,ltp,changepct,contribution
HINDUNILVR,2293.5,1.46,6.84
INFY,1606.8,0.54,6.58
INDIGO,4965.5,2.16,6.13
ITC,402.3,0.55,4.71
LT,4092.3,0.45,4.64
SBIN,967.25,0.43,3.73
HCLTECH,1684.0,0.65,2.42
SHRIRAMFIN,855.35,0.87,2.17
TCS,3230.2,0.3,2.08
TATASTEEL,172.87,0.57,1.82
TRENT,4109.0,0.82,1.73
ASIANPAINT,2780.2,0.56,1.6
KOTAKBANK,2181.3,0.22,1.47
TATACONSUM,1157.4,0.7,1.15
BEL,390.75,0.33,1.09
SBILIFE,2034.9,0.44,0.86
NESTLEIND,1243.5,0.42,0.84
SUNPHARMA,1797.1,0.2,0.8
MAXHEALTH,1085.4,0.38,0.68
WIPRO,261.74,0.44,0.68
ETERNAL,298.45,0.13,0.59
COALINDIA,384.45,0.29,0.55
DRREDDY,1280.6,0.1,0.16
ULTRACEMCO,11728.0,0.04,0.12
