symbol,ltp,changepct,contribution
KOTAKBANK,421.0,-406.56,-2681.69
HDFCBANK,925.45,-1.29,-42.05
ICICIBANK,1418.4,-1.31,-28.01
TCS,3192.5,-2.36,-16.17
MARUTI,16152.0,-1.7,-7.59
ASIANPAINT,2813.9,-2.57,-7.26
HINDUNILVR,2353.5,-1.53,-7.07
SUNPHARMA,1700.7,-1.65,-6.52
LT,3865.8,-0.56,-5.69
TECHM,1588.5,-1.66,-3.32
BHARTIARTL,2022.5,-0.22,-2.71
TATACONSUM,1171.4,-1.54,-2.49
M&M,3649.5,-0.33,-2.34
WIPRO,260.2,-1.54,-2.33
BAJFINANCE,945.95,-0.32,-1.85
CIPLA,1434.5,-0.96,-1.77
NESTLEIND,1307.1,-0.89,-1.76
INDIGO,4733.0,-0.56,-1.57
TITAN,4221.5,-0.42,-1.43
BAJAJFINSV,2000.9,-0.51,-1.3
HDFCLIFE,743.2,-0.71,-1.29
EICHERMOT,7358.0,-0.63,-1.28
SBILIFE,2068.8,-0.66,-1.27
APOLLOHOSP,7272.5,-0.54,-0.87
DRREDDY,1186.5,-0.4,-0.65
POWERGRID,258.35,-0.17,-0.45
ADANIENT,2153.3,-0.24,-0.34
SBIN,1028.35,-0.01,-0.09
