symbol,ltp,changepct,contribution
RELIANCE,1365.0,1.62,34.01
HINDUNILVR,2240.8,4.75,20.82
HDFCBANK,799.9,0.56,17.32
SBIN,1080.25,1.23,9.97
ITC,306.8,1.12,8.97
KOTAKBANK,383.6,1.17,7.32
AXISBANK,1359.1,0.7,5.05
BEL,462.75,1.56,4.82
JSWSTEEL,1240.3,2.09,4.73
TITAN,4525.9,1.45,4.7
POWERGRID,318.1,1.87,4.69
NESTLEIND,1285.6,2.24,4.2
BHARTIARTL,1846.9,0.34,3.97
MARUTI,13453.0,0.88,3.73
ADANIPORTS,1573.4,1.52,3.44
SHRIRAMFIN,1036.95,1.39,3.25
APOLLOHOSP,7699.0,1.93,2.96
MAXHEALTH,1007.65,1.72,2.89
ASIANPAINT,2464.0,0.97,2.6
TECHM,1511.4,1.37,2.6
COALINDIA,438.75,1.39,2.47
NTPC,393.6,0.72,2.3
JIOFIN,243.86,1.07,2.24
TATASTEEL,212.12,0.68,2.04
ICICIBANK,1346.8,0.1,2.03
TMPV,360.1,1.07,1.82
DRREDDY,1235.7,1.17,1.8
INDIGO,4638.4,0.64,1.7
EICHERMOT,7189.5,0.82,1.58
ULTRACEMCO,11886.0,0.51,1.48
CIPLA,1240.8,0.84,1.47
TATACONSUM,1113.2,0.96,1.47
BAJFINANCE,908.25,0.26,1.42
BAJAJFINSV,1838.9,0.49,1.18
TRENT,4107.7,0.6,1.18
TCS,2581.5,0.18,1.17
ONGC,284.05,0.46,0.92
ADANIENT,2218.3,0.66,0.88
GRASIM,2720.5,0.12,0.26
