symbol,ltp,changepct,contribution
RELIANCE,1328.8,1.67,34.53
HDFCBANK,784.9,0.97,29.55
HCLTECH,1159.0,3.55,12.18
TCS,2199.0,1.71,10.95
ITC,291.65,1.3,10.26
ICICIBANK,1334.3,0.5,9.99
BAJFINANCE,959.65,1.84,9.93
HINDUNILVR,2199.9,2.03,8.77
INFY,1143.6,0.77,8.64
BHARTIARTL,1853.0,0.64,7.37
NTPC,355.55,2.14,6.73
BAJAJFINSV,1787.3,2.12,5.03
TATACONSUM,1130.9,2.77,4.19
TITAN,4338.0,1.27,4.05
LT,4186.4,0.4,3.8
ONGC,248.2,1.87,3.68
KOTAKBANK,407.85,0.52,3.21
TECHM,1446.8,1.49,2.79
COALINDIA,450.95,1.55,2.71
ETERNAL,253.6,0.63,2.64
NESTLEIND,1391.7,1.24,2.29
ADANIPORTS,1822.0,0.95,2.12
JIOFIN,241.95,1.01,2.08
SHRIRAMFIN,1005.75,0.51,1.17
WIPRO,182.67,0.71,1.0
ASIANPAINT,2748.1,0.32,0.84
SBILIFE,1767.6,0.46,0.83
M&M,3137.9,0.11,0.73
ADANIENT,2943.6,0.04,0.05
BAJAJ-AUTO,9939.0,-0.04,-0.08
TRENT,2897.8,-0.11,-0.21
DRREDDY,1276.9,-0.2,-0.3
POWERGRID,285.15,-0.19,-0.47
MAXHEALTH,1024.1,-0.47,-0.78
CIPLA,1373.2,-0.59,-1.02
SUNPHARMA,1800.7,-0.29,-1.07
TMPV,393.6,-0.71,-1.19
AXISBANK,1365.7,-0.19,-1.35
APOLLOHOSP,8390.5,-0.92,-1.39
BEL,407.55,-0.49,-1.49
EICHERMOT,7560.5,-0.84,-1.59
GRASIM,3140.3,-0.76,-1.62
ULTRACEMCO,11391.0,-0.65,-1.86
TATASTEEL,196.0,-0.65,-1.92
HDFCLIFE,574.4,-1.17,-1.99
INDIGO,4840.0,-0.83,-2.17
MARUTI,13691.0,-0.83,-3.46
JSWSTEEL,1274.3,-1.71,-3.81
SBIN,1015.3,-0.54,-4.31
HINDALCO,982.4,-3.11,-7.39
