symbol,ltp,changepct,contribution
HDFCBANK,769.55,2.66,80.03
BHARTIARTL,1883.5,5.27,59.93
ICICIBANK,1246.0,0.84,16.58
CIPLA,1436.7,8.22,14.02
ETERNAL,245.82,3.36,13.93
M&M,3173.9,2.0,13.08
ADANIENT,2712.9,8.6,11.21
BAJFINANCE,912.15,1.79,9.54
KOTAKBANK,383.2,1.47,8.95
SBIN,979.9,1.01,7.97
SUNPHARMA,1863.2,2.1,7.66
ITC,307.2,0.9,7.01
HINDALCO,1103.3,2.81,6.59
LT,3940.4,0.63,5.91
NTPC,396.3,1.5,4.66
ADANIPORTS,1773.4,2.05,4.52
DRREDDY,1303.6,3.03,4.52
RELIANCE,1361.8,0.22,4.49
JSWSTEEL,1296.9,1.73,3.81
MAXHEALTH,1049.55,2.29,3.74
BAJAJ-AUTO,10451.0,1.84,3.62
SHRIRAMFIN,935.1,1.58,3.59
TITAN,4135.2,1.09,3.43
ULTRACEMCO,11692.0,1.03,2.9
SBILIFE,1866.7,1.59,2.82
HDFCLIFE,612.55,1.62,2.72
ONGC,300.9,1.26,2.45
JIOFIN,234.13,1.16,2.36
TRENT,4132.4,1.17,2.25
APOLLOHOSP,8119.0,1.43,2.13
TATASTEEL,221.13,0.69,2.01
EICHERMOT,7034.0,0.9,1.68
BAJAJFINSV,1740.2,0.65,1.52
INDIGO,4280.5,0.58,1.5
TMPV,338.75,0.56,0.93
ASIANPAINT,2622.2,0.18,0.47
BEL,428.85,0.14,0.42
WIPRO,188.3,0.27,0.38
POWERGRID,301.75,0.08,0.2
