symbol,ltp,changepct,contribution
HDFCBANK,700.8,-1.56,-47.38
ICICIBANK,1426.5,-0.8,-15.94
INFY,1140.0,-1.38,-15.44
M&M,3190.0,-2.12,-13.99
SBIN,1020.9,-1.31,-10.43
BHARTIARTL,1862.8,-0.77,-8.84
EICHERMOT,7711.5,-3.24,-6.12
TCS,2348.0,-0.89,-5.68
HCLTECH,1331.5,-1.47,-5.03
ASIANPAINT,2527.5,-1.86,-4.89
HINDUNILVR,1975.0,-0.99,-4.26
BEL,405.75,-1.33,-4.04
BAJAJ-AUTO,12130.0,-1.87,-3.71
WIPRO,177.09,-2.54,-3.58
MARUTI,12849.0,-0.78,-3.25
TATACONSUM,1012.0,-1.8,-2.71
SHRIRAMFIN,1047.0,-1.14,-2.62
AXISBANK,1253.9,-0.33,-2.34
HDFCLIFE,533.0,-1.35,-2.29
KOTAKBANK,423.5,-0.35,-2.15
SBILIFE,1719.9,-1.12,-2.01
DRREDDY,1156.5,-1.24,-1.87
TECHM,1623.0,-0.92,-1.72
NESTLEIND,1425.0,-0.92,-1.69
INDIGO,5020.0,-0.63,-1.64
MAXHEALTH,994.0,-0.9,-1.49
JSWSTEEL,1306.0,-0.57,-1.27
CIPLA,1412.8,-0.72,-1.24
HINDALCO,1009.7,-0.46,-1.09
ITC,266.3,-0.11,-0.87
GRASIM,3294.9,-0.31,-0.66
APOLLOHOSP,8719.0,-0.41,-0.62
ETERNAL,327.3,-0.14,-0.59
TATASTEEL,183.85,-0.12,-0.35
ULTRACEMCO,11393.0,-0.06,-0.17
TRENT,2852.3,-0.09,-0.17
