symbol,ltp,changepct,contribution
ICICIBANK,1382.0,-0.6,-14.2
KOTAKBANK,2197.0,-0.76,-5.8
BHARTIARTL,2043.5,-0.39,-4.58
RELIANCE,1465.2,-0.11,-2.46
HCLTECH,1486.0,-0.63,-2.46
TCS,3006.7,-0.28,-2.32
ASIANPAINT,2504.6,-0.46,-1.19
TITAN,3729.0,-0.22,-0.72
MARUTI,16396.0,-0.17,-0.64
TRENT,4791.1,-0.23,-0.62
ONGC,248.12,-0.25,-0.56
HINDUNILVR,2591.7,-0.1,-0.49
ITC,412.85,-0.05,-0.47
HINDALCO,784.95,-0.18,-0.38
TATACONSUM,1174.6,-0.15,-0.27
INDUSINDBK,758.45,-0.17,-0.22
BAJAJ-AUTO,9118.0,-0.07,-0.15
ULTRACEMCO,12342.0,-0.03,-0.1
ETERNAL,338.1,-0.01,-0.04
