symbol,ltp,changepct,contribution
INFY,1119.0,2.19,24.23
BHARTIARTL,1905.4,1.16,13.16
TMPV,356.55,5.25,8.69
KOTAKBANK,387.05,1.0,6.08
ITC,309.45,0.73,5.68
TCS,2264.0,0.8,5.05
MARUTI,13221.0,1.12,4.61
HINDUNILVR,2272.2,1.05,4.47
DRREDDY,1336.7,2.54,3.78
TECHM,1370.5,2.02,3.73
POWERGRID,305.85,1.36,3.31
COALINDIA,462.2,1.79,3.09
SUNPHARMA,1878.2,0.81,2.95
ADANIPORTS,1795.1,1.22,2.68
HCLTECH,1132.6,0.77,2.6
TITAN,4169.1,0.82,2.58
INDIGO,4314.9,0.8,2.06
WIPRO,190.0,0.9,1.26
TATACONSUM,1234.0,0.46,0.69
SHRIRAMFIN,937.9,0.3,0.68
ADANIENT,2716.0,0.11,0.14
MAXHEALTH,1050.1,0.05,0.08
SBILIFE,1864.5,-0.12,-0.21
GRASIM,2933.8,-0.17,-0.36
EICHERMOT,7014.5,-0.28,-0.52
CIPLA,1432.1,-0.32,-0.54
APOLLOHOSP,8082.5,-0.45,-0.67
NTPC,395.25,-0.26,-0.81
JIOFIN,233.06,-0.46,-0.94
BAJFINANCE,910.45,-0.19,-1.01
ONGC,299.35,-0.52,-1.01
HDFCLIFE,608.7,-0.63,-1.06
BAJAJ-AUTO,10377.5,-0.7,-1.37
TRENT,4101.3,-0.75,-1.44
ASIANPAINT,2605.6,-0.63,-1.64
BAJAJFINSV,1728.1,-0.7,-1.64
ICICIBANK,1244.5,-0.12,-2.36
JSWSTEEL,1278.8,-1.4,-3.08
NESTLEIND,1430.5,-1.99,-3.62
BEL,423.65,-1.21,-3.63
ULTRACEMCO,11487.0,-1.75,-4.92
AXISBANK,1244.8,-0.78,-5.46
TATASTEEL,216.84,-1.94,-5.64
LT,3909.0,-0.8,-7.49
HINDALCO,1067.5,-3.24,-7.58
ETERNAL,241.18,-1.89,-7.82
HDFCBANK,767.5,-0.27,-8.11
M&M,3123.1,-1.6,-10.44
SBIN,963.2,-1.7,-13.38
RELIANCE,1336.4,-1.87,-38.11
