symbol,ltp,changepct,contribution
HDFCBANK,799.9,-1.46,-45.2
INFY,1268.6,-3.4,-38.79
HCLTECH,1285.3,-10.82,-37.72
ICICIBANK,1367.6,-1.5,-30.46
M&M,3149.7,-3.01,-20.25
TCS,2538.5,-2.76,-17.96
BHARTIARTL,1829.0,-1.4,-16.38
LT,4021.1,-1.33,-12.84
ITC,305.5,-1.34,-10.75
KOTAKBANK,376.85,-1.39,-8.71
SBIN,1103.3,-0.77,-6.25
TECHM,1462.6,-2.55,-4.85
BAJAJ-AUTO,9602.0,-1.95,-3.95
MARUTI,13337.0,-0.92,-3.9
INDIGO,4640.9,-1.11,-2.95
JSWSTEEL,1263.4,-1.27,-2.88
HDFCLIFE,604.05,-1.65,-2.86
SBILIFE,1884.8,-1.4,-2.56
MAXHEALTH,1005.35,-1.46,-2.46
BAJFINANCE,934.75,-0.44,-2.41
BEL,448.7,-0.62,-1.92
TITAN,4454.6,-0.56,-1.82
APOLLOHOSP,7662.0,-1.06,-1.63
BAJAJFINSV,1842.9,-0.46,-1.11
ADANIPORTS,1588.6,-0.35,-0.79
WIPRO,204.0,-0.49,-0.7
DRREDDY,1217.0,-0.29,-0.45
EICHERMOT,7230.0,-0.15,-0.29
SHRIRAMFIN,1044.55,-0.07,-0.16
GRASIM,2776.6,-0.04,-0.09
