symbol,ltp,changepct,contribution
SBIN,857.15,3.08,21.45
RELIANCE,1413.8,0.6,13.15
KOTAKBANK,2050.3,1.41,10.54
INFY,1522.4,0.73,9.08
TATACONSUM,1136.3,4.05,7.08
TCS,3172.8,0.86,6.97
BEL,412.2,2.31,5.97
MARUTI,15801.0,1.46,5.4
LT,3685.5,0.48,4.33
M&M,3633.2,0.7,4.18
ULTRACEMCO,12721.0,1.14,3.55
AXISBANK,1126.0,0.43,3.35
SUNPHARMA,1620.2,0.6,2.72
TATAMOTORS,719.15,0.83,2.56
TRENT,5197.5,0.97,2.56
TECHM,1547.2,1.03,2.27
BAJFINANCE,1007.5,0.42,2.18
COALINDIA,399.75,1.0,2.03
GRASIM,2865.4,0.79,1.9
ONGC,236.88,0.76,1.66
SHRIRAMFIN,623.25,0.83,1.64
NTPC,336.4,0.4,1.55
ASIANPAINT,2493.6,0.51,1.29
ETERNAL,328.25,0.29,1.08
BHARTIARTL,1941.3,0.09,1.03
APOLLOHOSP,7888.0,0.45,0.73
HEROMOTOCO,5350.0,0.64,0.73
BAJAJ-AUTO,9084.0,0.13,0.27
JIOFIN,315.85,0.13,0.25
ADANIENT,2402.0,0.11,0.15
DRREDDY,1311.4,0.08,0.13
WIPRO,254.15,0.06,0.09
CIPLA,1559.6,0.04,0.08
NESTLEIND,1204.3,0.01,0.02
