symbol,ltp,changepct,contribution
HDFCBANK,782.3,2.22,65.71
LT,3649.3,3.63,33.5
SBIN,1060.6,2.81,21.81
BAJFINANCE,882.75,3.82,20.03
BHARTIARTL,1834.9,1.79,20.02
M&M,3128.1,3.09,19.88
AXISBANK,1222.1,2.41,16.63
ICICIBANK,1259.7,0.67,13.01
SHRIRAMFIN,956.0,5.48,12.26
ITC,295.7,1.5,11.5
ULTRACEMCO,11204.0,3.93,10.9
TITAN,4039.3,3.46,10.73
HINDUNILVR,2134.8,2.33,9.77
TATASTEEL,196.65,2.98,8.54
INDIGO,4294.7,3.35,8.51
SUNPHARMA,1795.4,2.34,8.4
MARUTI,12711.0,1.94,7.87
GRASIM,2647.8,3.72,7.72
ETERNAL,242.18,1.75,7.14
KOTAKBANK,371.1,1.15,6.89
TRENT,3478.9,3.26,6.15
ASIANPAINT,2270.2,2.33,5.97
BAJAJFINSV,1746.2,2.39,5.51
ADANIPORTS,1375.9,2.3,4.99
ADANIENT,1886.6,3.64,4.67
DRREDDY,1300.7,3.16,4.64
JSWSTEEL,1156.0,1.93,4.18
JIOFIN,237.35,1.96,3.93
HINDALCO,868.65,1.61,3.71
TMPV,317.95,2.12,3.46
CIPLA,1244.4,2.01,3.37
APOLLOHOSP,7580.5,2.21,3.24
BAJAJ-AUTO,9048.5,1.66,3.21
EICHERMOT,6992.5,1.74,3.2
NESTLEIND,1204.1,1.74,3.12
MAXHEALTH,988.2,1.92,3.09
HDFCLIFE,612.9,1.62,2.68
NTPC,378.4,0.75,2.29
HCLTECH,1381.3,0.58,1.93
RELIANCE,1413.1,0.09,1.81
ONGC,270.2,0.8,1.53
SBILIFE,1851.8,0.85,1.49
INFY,1279.1,0.06,0.65
COALINDIA,443.7,0.36,0.61
TATACONSUM,1056.1,0.28,0.41
WIPRO,189.05,0.16,0.22
BEL,413.45,-0.24,-0.71
TECHM,1408.5,-1.72,-3.13
POWERGRID,295.0,-1.36,-3.26
TCS,2377.4,-0.9,-5.6
