symbol,ltp,changepct,contribution
RELIANCE,1366.5,0.93,19.77
POWERGRID,286.7,2.45,7.65
NTPC,336.3,1.69,6.36
HINDUNILVR,2677.0,1.04,4.83
NESTLEIND,1200.9,2.26,4.33
TATACONSUM,1100.8,2.33,3.95
TATASTEEL,158.39,1.42,3.66
ITC,406.75,0.22,1.95
EICHERMOT,6349.0,1.1,1.89
BEL,376.6,0.72,1.81
JSWSTEEL,1044.0,0.82,1.79
BAJAJFINSV,1955.9,0.64,1.51
ETERNAL,322.4,0.4,1.45
HEROMOTOCO,5312.0,1.3,1.44
BAJAJ-AUTO,9030.5,0.71,1.41
COALINDIA,380.1,0.58,1.14
TECHM,1512.8,0.48,1.03
ONGC,239.49,0.32,0.68
SUNPHARMA,1565.2,0.12,0.53
SBILIFE,1814.5,0.26,0.46
BAJFINANCE,890.1,0.08,0.4
HINDALCO,720.95,0.19,0.38
WIPRO,250.93,0.23,0.35
APOLLOHOSP,7682.0,0.14,0.22
HDFCLIFE,782.75,0.12,0.21
TITAN,3620.6,0.06,0.19
ADANIPORTS,1336.2,0.07,0.14
INDUSINDBK,751.2,-0.22,-0.27
TCS,3111.5,-0.04,-0.31
ADANIENT,2274.2,-0.44,-0.58
INFY,1498.7,-0.05,-0.6
HCLTECH,1465.7,-0.18,-0.67
MARUTI,14842.0,-0.3,-1.08
SHRIRAMFIN,584.6,-0.68,-1.3
JIOFIN,311.75,-0.73,-1.38
TRENT,5412.0,-0.7,-1.79
SBIN,803.9,-0.27,-1.83
GRASIM,2779.8,-0.86,-2.01
CIPLA,1569.2,-1.13,-2.19
ULTRACEMCO,12730.0,-0.75,-2.27
TATAMOTORS,684.4,-0.83,-2.49
ASIANPAINT,2540.0,-1.18,-2.9
DRREDDY,1253.7,-2.05,-3.33
AXISBANK,1056.2,-0.5,-3.79
LT,3574.9,-0.65,-5.69
BHARTIARTL,1887.2,-0.71,-7.92
KOTAKBANK,1942.5,-1.33,-9.64
M&M,3234.5,-2.44,-14.15
HDFCBANK,944.5,-0.64,-20.92
ICICIBANK,1394.2,-1.19,-26.76
