symbol,ltp,changepct,contribution
ICICIBANK,1394.2,-1.19,-26.76
HDFCBANK,944.5,-0.64,-20.92
M&M,3234.5,-2.44,-14.15
KOTAKBANK,1942.5,-1.33,-9.64
BHARTIARTL,1887.2,-0.71,-7.92
LT,3574.9,-0.65,-5.69
AXISBANK,1056.2,-0.5,-3.79
DRREDDY,1253.7,-2.05,-3.33
ASIANPAINT,2540.0,-1.18,-2.9
TATAMOTORS,684.4,-0.83,-2.49
ULTRACEMCO,12730.0,-0.75,-2.27
CIPLA,1569.2,-1.13,-2.19
GRASIM,2779.8,-0.86,-2.01
SBIN,803.9,-0.27,-1.83
TRENT,5412.0,-0.7,-1.79
JIOFIN,311.75,-0.73,-1.38
SHRIRAMFIN,584.6,-0.68,-1.3
MARUTI,14842.0,-0.3,-1.08
HCLTECH,1465.7,-0.18,-0.67
INFY,1498.7,-0.05,-0.6
ADANIENT,2274.2,-0.44,-0.58
TCS,3111.5,-0.04,-0.31
INDUSINDBK,751.2,-0.22,-0.27
