symbol,ltp,changepct,contribution
RELIANCE,1258.8,-0.82,-16.41
BHARTIARTL,1775.2,-1.32,-14.71
ETERNAL,239.8,-2.38,-9.67
INFY,1145.3,-0.87,-9.45
M&M,2952.5,-1.26,-8.07
HINDALCO,1039.3,-3.47,-7.98
COALINDIA,451.0,-3.41,-5.78
TATASTEEL,199.31,-1.9,-5.43
ONGC,251.9,-2.74,-5.22
TITAN,4042.1,-1.53,-4.72
HCLTECH,1132.1,-1.24,-4.12
SBILIFE,1728.7,-2.28,-3.97
BAJAJFINSV,1664.2,-1.71,-3.93
SHRIRAMFIN,897.35,-1.57,-3.5
JIOFIN,230.17,-1.72,-3.43
NTPC,351.65,-1.12,-3.41
HDFCLIFE,549.55,-1.97,-3.25
TMPV,381.0,-1.75,-2.84
BEL,408.35,-0.9,-2.65
ADANIENT,2931.1,-1.64,-2.09
WIPRO,178.93,-1.51,-2.07
BAJFINANCE,884.1,-0.32,-1.67
GRASIM,3071.2,-0.79,-1.63
MARUTI,13073.0,-0.36,-1.45
ULTRACEMCO,10866.0,-0.41,-1.13
TRENT,2754.7,-0.6,-1.13
BAJAJ-AUTO,10144.0,-0.39,-0.75
INDIGO,4524.9,-0.28,-0.71
APOLLOHOSP,8488.5,-0.42,-0.61
TECHM,1478.9,-0.33,-0.6
ADANIPORTS,1821.2,-0.28,-0.6
