symbol,ltp,changepct,contribution
HDFCBANK,746.85,1.15,33.91
ICICIBANK,1293.3,1.44,27.85
AXISBANK,1314.5,1.71,11.75
KOTAKBANK,388.1,1.68,10.02
ITC,283.65,1.3,9.93
HINDUNILVR,2169.5,1.72,7.19
LT,3917.5,0.43,3.95
NESTLEIND,1438.3,1.98,3.54
SUNPHARMA,1786.4,0.42,1.5
JSWSTEEL,1269.8,0.64,1.38
POWERGRID,287.2,0.53,1.27
MAXHEALTH,1010.1,0.7,1.12
TCS,2153.9,0.13,0.81
ASIANPAINT,2715.1,0.26,0.66
EICHERMOT,7219.5,0.23,0.42
SBIN,1003.25,0.05,0.39
DRREDDY,1271.7,0.25,0.37
TATACONSUM,1108.0,0.14,0.2
CIPLA,1377.0,0.04,0.07
