symbol,ltp,changepct,contribution
HDFCBANK,750.45,-1.73,-51.37
ICICIBANK,1240.3,-2.06,-40.12
RELIANCE,1364.0,-1.74,-35.07
INFY,1140.3,-3.12,-34.14
TCS,2300.3,-3.87,-24.16
LT,3856.5,-2.12,-19.63
BAJFINANCE,904.2,-3.4,-17.89
M&M,3176.0,-2.15,-13.87
HCLTECH,1145.8,-4.11,-13.74
ITC,300.7,-1.68,-12.92
TITAN,4055.3,-3.57,-11.1
BEL,416.5,-3.58,-10.63
SHRIRAMFIN,930.45,-4.66,-10.46
ETERNAL,239.98,-2.4,-9.82
ADANIPORTS,1688.2,-4.48,-9.74
MARUTI,13172.0,-2.31,-9.4
HINDUNILVR,2262.0,-1.96,-8.25
JIOFIN,230.47,-4.1,-8.24
ULTRACEMCO,11516.0,-2.95,-8.21
TECHM,1392.9,-4.43,-8.08
KOTAKBANK,376.0,-1.33,-7.99
AXISBANK,1260.1,-0.96,-6.64
BAJAJFINSV,1744.8,-2.75,-6.37
ASIANPAINT,2505.5,-2.36,-6.07
TRENT,4050.6,-3.12,-5.91
INDIGO,4201.7,-2.27,-5.78
GRASIM,2903.0,-2.72,-5.66
HDFCLIFE,601.8,-3.36,-5.58
SUNPHARMA,1845.7,-1.44,-5.18
WIPRO,189.57,-3.62,-4.99
ADANIENT,2405.2,-3.8,-4.89
SBILIFE,1833.9,-2.68,-4.7
TMPV,336.85,-2.64,-4.32
BAJAJ-AUTO,10397.0,-1.87,-3.63
POWERGRID,306.3,-1.48,-3.56
MAXHEALTH,1017.7,-1.95,-3.15
TATACONSUM,1253.0,-1.42,-2.09
EICHERMOT,7126.0,-1.06,-1.96
BHARTIARTL,1756.8,-0.17,-1.91
JSWSTEEL,1252.3,-0.82,-1.78
CIPLA,1292.3,-0.97,-1.63
NESTLEIND,1468.6,-0.9,-1.62
DRREDDY,1270.0,-0.77,-1.13
APOLLOHOSP,8022.5,-0.74,-1.09
COALINDIA,463.05,-0.3,-0.51
NTPC,392.7,-0.06,-0.18
TATASTEEL,212.0,-0.04,-0.12
