symbol,ltp,changepct,contribution
HDFCBANK,817.55,0.89,27.09
BHARTIARTL,1931.1,2.28,26.22
KOTAKBANK,377.15,1.9,11.7
SUNPHARMA,1938.7,2.67,9.85
ETERNAL,292.45,2.01,8.43
RELIANCE,1279.8,0.31,6.4
INDIGO,5229.5,2.06,5.38
BAJAJFINSV,1895.0,2.16,5.12
ULTRACEMCO,11524.0,1.51,4.31
SBIN,1022.1,0.51,4.07
ITC,282.05,0.5,3.94
SHRIRAMFIN,1031.7,1.71,3.93
GRASIM,3191.9,1.82,3.88
SBILIFE,1821.7,1.83,3.29
JIOFIN,233.37,1.47,3.03
MAXHEALTH,1101.3,1.52,2.51
TATACONSUM,1106.7,1.55,2.34
HINDUNILVR,2144.5,0.41,1.77
NESTLEIND,1463.2,0.88,1.62
APOLLOHOSP,8845.5,1.05,1.59
ADANIENT,3083.6,1.2,1.58
POWERGRID,281.35,0.59,1.46
HCLTECH,1150.4,0.42,1.44
JSWSTEEL,1225.8,0.52,1.16
CIPLA,1441.3,0.66,1.14
ADANIPORTS,1800.1,0.47,1.05
ASIANPAINT,2673.8,0.3,0.79
COALINDIA,429.9,0.2,0.35
ICICIBANK,1380.7,0.01,0.2
WIPRO,172.76,0.02,0.03
