symbol,ltp,changepct,contribution
ICICIBANK,1251.3,-1.53,-30.63
HDFCBANK,772.3,-0.91,-27.77
BHARTIARTL,1806.1,-1.15,-13.27
LT,4054.5,-1.13,-10.75
AXISBANK,1259.7,-1.21,-8.61
SBIN,1059.9,-0.8,-6.4
ETERNAL,248.47,-1.36,-5.72
MARUTI,13426.0,-1.13,-4.73
JIOFIN,248.45,-1.7,-3.51
COALINDIA,472.6,-1.53,-2.68
JSWSTEEL,1252.4,-1.12,-2.5
TECHM,1452.2,-1.32,-2.47
ADANIPORTS,1725.0,-1.01,-2.26
ONGC,289.95,-1.01,-1.99
ASIANPAINT,2430.0,-0.74,-1.96
DRREDDY,1271.2,-1.24,-1.88
MAXHEALTH,1000.45,-1.1,-1.82
BAJAJ-AUTO,10046.0,-0.85,-1.7
INDIGO,4238.4,-0.56,-1.47
TMPV,340.15,-0.85,-1.43
TATASTEEL,211.32,-0.43,-1.27
ADANIENT,2462.0,-0.95,-1.26
NTPC,398.65,-0.35,-1.1
TRENT,4135.4,-0.56,-1.09
TCS,2427.3,-0.16,-1.03
TATACONSUM,1153.5,-0.59,-0.89
EICHERMOT,7301.5,-0.38,-0.72
WIPRO,199.78,-0.48,-0.68
SUNPHARMA,1820.8,-0.15,-0.56
KOTAKBANK,371.35,-0.08,-0.49
CIPLA,1333.7,-0.1,-0.17
BEL,433.35,-0.05,-0.15
HCLTECH,1200.2,-0.02,-0.07
