symbol,ltp,changepct,contribution
INFY,1532.6,1.88,23.05
TCS,3110.0,1.99,15.9
AXISBANK,1070.1,1.7,13.08
BEL,388.05,4.33,11.03
BAJFINANCE,967.95,2.06,10.55
HCLTECH,1463.9,2.58,9.73
SBIN,818.2,1.16,7.97
ITC,413.05,0.73,6.56
LT,3550.0,0.71,6.31
KOTAKBANK,1973.3,0.66,4.86
WIPRO,255.75,2.65,4.1
TECHM,1526.0,1.86,4.04
HDFCLIFE,777.6,2.17,3.9
SHRIRAMFIN,604.8,1.65,3.21
SBILIFE,1833.7,1.55,2.79
TATACONSUM,1101.0,1.62,2.79
HDFCBANK,965.9,0.08,2.66
NESTLEIND,1217.5,1.27,2.47
APOLLOHOSP,7929.0,1.32,2.11
COALINDIA,391.9,1.02,2.04
NTPC,325.65,0.48,1.83
ADANIENT,2340.2,1.24,1.67
DRREDDY,1304.2,1.0,1.65
CIPLA,1563.8,0.79,1.56
BAJAJFINSV,2038.2,0.64,1.53
JIOFIN,310.05,0.68,1.31
RELIANCE,1377.0,0.06,1.3
ADANIPORTS,1389.1,0.59,1.21
INDUSINDBK,751.25,0.68,0.85
ASIANPAINT,2543.3,0.24,0.6
SUNPHARMA,1593.4,0.11,0.49
TATASTEEL,169.43,0.17,0.45
ONGC,231.74,0.18,0.39
HINDUNILVR,2643.5,0.06,0.28
ICICIBANK,1403.9,0.01,0.23
HINDALCO,743.15,0.03,0.06
JSWSTEEL,1101.2,-0.3,-0.67
TITAN,3620.6,-0.26,-0.82
GRASIM,2785.8,-0.36,-0.85
EICHERMOT,6836.5,-0.55,-0.96
POWERGRID,282.95,-0.32,-1.01
TRENT,5193.0,-0.49,-1.27
BHARTIARTL,1891.4,-0.12,-1.36
ETERNAL,324.4,-0.4,-1.47
HEROMOTOCO,5350.5,-1.35,-1.52
ULTRACEMCO,12478.0,-0.75,-2.3
TATAMOTORS,709.1,-0.9,-2.74
BAJAJ-AUTO,9244.0,-1.48,-2.99
MARUTI,15108.0,-1.67,-6.09
M&M,3604.4,-2.49,-14.68
