symbol,ltp,changepct,contribution
HDFCBANK,750.9,1.17,33.75
INFY,1300.8,1.97,20.94
HCLTECH,1402.2,3.53,11.47
TCS,2450.7,1.76,10.67
BAJFINANCE,826.85,1.17,5.98
ICICIBANK,1215.8,0.26,4.92
BHARTIARTL,1789.7,0.44,4.8
TECHM,1441.5,2.63,4.66
MARUTI,12631.0,0.98,3.87
KOTAKBANK,358.0,0.55,3.21
ITC,292.85,0.39,2.91
HINDALCO,916.25,1.29,2.9
AXISBANK,1197.9,0.4,2.69
WIPRO,194.91,1.95,2.61
TATACONSUM,1042.0,1.78,2.55
TITAN,4097.2,0.78,2.36
BEL,421.6,0.69,1.99
NESTLEIND,1191.3,0.89,1.56
LT,3613.1,0.16,1.44
TRENT,3550.6,0.68,1.25
DRREDDY,1217.3,0.64,0.92
INDIGO,4193.5,0.3,0.74
SBIN,1018.4,0.06,0.45
APOLLOHOSP,7317.5,0.16,0.23
TMPV,303.3,0.12,0.19
JSWSTEEL,1141.3,0.08,0.17
HINDUNILVR,2065.3,0.03,0.12
COALINDIA,449.35,-0.01,-0.02
CIPLA,1192.4,-0.29,-0.47
ADANIENT,1834.2,-0.45,-0.56
ONGC,287.2,-0.3,-0.56
TATASTEEL,194.14,-0.24,-0.67
BAJAJFINSV,1640.7,-0.38,-0.85
ADANIPORTS,1377.6,-0.56,-1.18
SBILIFE,1774.0,-0.92,-1.57
HDFCLIFE,566.1,-1.2,-1.94
JIOFIN,229.48,-1.06,-2.07
SHRIRAMFIN,891.6,-0.99,-2.16
GRASIM,2564.1,-1.11,-2.24
POWERGRID,289.95,-0.97,-2.27
MAXHEALTH,944.6,-1.49,-2.34
ULTRACEMCO,10620.0,-0.88,-2.38
BAJAJ-AUTO,8758.5,-1.54,-2.9
M&M,3011.7,-0.65,-4.07
NTPC,359.65,-1.37,-4.08
EICHERMOT,6649.5,-2.58,-4.63
ASIANPAINT,2169.0,-2.55,-6.37
SUNPHARMA,1693.6,-2.02,-7.07
ETERNAL,231.72,-2.03,-8.07
RELIANCE,1350.5,-1.37,-26.82
