symbol,ltp,changepct,contribution
RELIANCE,1350.5,-1.37,-26.82
ETERNAL,231.72,-2.03,-8.07
SUNPHARMA,1693.6,-2.02,-7.07
ASIANPAINT,2169.0,-2.55,-6.37
EICHERMOT,6649.5,-2.58,-4.63
NTPC,359.65,-1.37,-4.08
M&M,3011.7,-0.65,-4.07
BAJAJ-AUTO,8758.5,-1.54,-2.9
ULTRACEMCO,10620.0,-0.88,-2.38
MAXHEALTH,944.6,-1.49,-2.34
POWERGRID,289.95,-0.97,-2.27
GRASIM,2564.1,-1.11,-2.24
SHRIRAMFIN,891.6,-0.99,-2.16
JIOFIN,229.48,-1.06,-2.07
HDFCLIFE,566.1,-1.2,-1.94
SBILIFE,1774.0,-0.92,-1.57
ADANIPORTS,1377.6,-0.56,-1.18
BAJAJFINSV,1640.7,-0.38,-0.85
TATASTEEL,194.14,-0.24,-0.67
ONGC,287.2,-0.3,-0.56
ADANIENT,1834.2,-0.45,-0.56
CIPLA,1192.4,-0.29,-0.47
COALINDIA,449.35,-0.01,-0.02
