symbol,ltp,changepct,contribution
ICICIBANK,1385.9,1.99,47.12
LT,4002.5,1.21,11.15
ASIANPAINT,2879.4,3.96,10.25
BHARTIARTL,2091.8,0.87,10.22
HINDALCO,811.95,2.21,4.69
POWERGRID,269.85,1.03,3.39
BAJAJFINSV,2056.2,1.02,2.53
AXISBANK,1225.2,0.29,2.31
SUNPHARMA,1737.4,0.31,1.44
MARUTI,15749.0,0.34,1.28
HCLTECH,1598.5,0.28,1.09
GRASIM,2777.8,0.38,0.93
CIPLA,1525.8,0.43,0.88
JIOFIN,310.7,0.39,0.78
DRREDDY,1234.9,0.43,0.73
JSWSTEEL,1183.9,0.18,0.41
ULTRACEMCO,11934.0,0.11,0.35
ADANIENT,2488.2,0.15,0.21
WIPRO,245.33,0.04,0.06
BAJAJ-AUTO,8867.5,-0.01,-0.02
INDUSINDBK,863.45,-0.11,-0.14
HDFCLIFE,782.2,-0.11,-0.2
NTPC,326.95,-0.06,-0.24
NESTLEIND,1275.2,-0.23,-0.46
HEROMOTOCO,5508.5,-0.46,-0.54
EICHERMOT,6855.0,-0.35,-0.63
TECHM,1451.4,-0.32,-0.72
SBILIFE,1987.9,-0.44,-0.82
RELIANCE,1510.9,-0.04,-0.9
TITAN,3839.2,-0.31,-1.02
ADANIPORTS,1499.0,-0.52,-1.1
TATACONSUM,1154.8,-0.62,-1.11
APOLLOHOSP,7440.5,-0.77,-1.28
COALINDIA,383.2,-0.85,-1.76
SHRIRAMFIN,814.0,-1.03,-2.08
SBIN,954.0,-0.33,-2.35
ONGC,250.85,-1.18,-2.63
ITC,405.7,-0.32,-2.98
TATASTEEL,176.65,-1.1,-2.99
TRENT,4326.4,-1.13,-3.04
BEL,419.8,-1.17,-3.09
TMPV,397.95,-1.04,-3.28
HINDUNILVR,2407.6,-0.7,-3.42
KOTAKBANK,2075.2,-0.45,-3.44
BAJFINANCE,1005.4,-0.77,-4.09
TCS,3105.7,-0.83,-6.87
INFY,1541.8,-0.64,-8.13
M&M,3699.5,-1.46,-8.92
HDFCBANK,986.65,-0.29,-9.98
ETERNAL,297.75,-3.58,-13.62
