symbol,ltp,changepct,contribution
ICICIBANK,1385.9,1.99,47.12
LT,4002.5,1.21,11.15
ASIANPAINT,2879.4,3.96,10.25
BHARTIARTL,2091.8,0.87,10.22
HINDALCO,811.95,2.21,4.69
POWERGRID,269.85,1.03,3.39
BAJAJFINSV,2056.2,1.02,2.53
AXISBANK,1225.2,0.29,2.31
SUNPHARMA,1737.4,0.31,1.44
MARUTI,15749.0,0.34,1.28
HCLTECH,1598.5,0.28,1.09
GRASIM,2777.8,0.38,0.93
CIPLA,1525.8,0.43,0.88
JIOFIN,310.7,0.39,0.78
DRREDDY,1234.9,0.43,0.73
JSWSTEEL,1183.9,0.18,0.41
ULTRACEMCO,11934.0,0.11,0.35
ADANIENT,2488.2,0.15,0.21
WIPRO,245.33,0.04,0.06
