symbol,ltp,changepct,contribution
LT,3932.9,3.66,36.84
AXISBANK,1363.7,3.33,25.05
ICICIBANK,1383.6,1.16,24.56
ETERNAL,275.35,3.4,15.12
TATASTEEL,202.32,4.37,13.66
HDFCBANK,935.5,0.3,9.68
NTPC,358.15,2.9,9.66
HINDALCO,1024.05,2.59,6.52
BHARTIARTL,1967.9,0.52,6.34
ADANIPORTS,1417.8,2.6,6.15
TMPV,351.8,3.33,5.93
ONGC,275.39,2.54,5.29
COALINDIA,455.75,2.63,4.88
JSWSTEEL,1237.5,1.54,3.64
SBIN,1066.2,0.25,2.12
BAJAJ-AUTO,9512.0,0.83,1.75
ADANIENT,2019.2,1.23,1.72
WIPRO,239.8,1.03,1.54
BAJAJFINSV,1948.1,0.4,1.01
SHRIRAMFIN,1022.8,0.39,0.95
POWERGRID,260.5,0.27,0.71
TECHM,1768.4,0.31,0.61
BAJFINANCE,935.15,0.0,0.0
KOTAKBANK,412.4,0.0,0.0
