symbol,ltp,changepct,contribution
RELIANCE,1336.4,-1.9,-38.72
SBIN,963.2,-1.73,-13.62
M&M,3123.1,-1.63,-10.64
HDFCBANK,767.5,-0.27,-8.11
ETERNAL,241.18,-1.92,-7.94
HINDALCO,1067.5,-3.35,-7.84
LT,3909.0,-0.8,-7.49
TATASTEEL,216.84,-1.98,-5.76
AXISBANK,1244.8,-0.79,-5.53
ULTRACEMCO,11487.0,-1.78,-5.01
NESTLEIND,1430.5,-2.03,-3.7
BEL,423.65,-1.23,-3.69
JSWSTEEL,1278.8,-1.42,-3.12
ICICIBANK,1244.5,-0.12,-2.36
ASIANPAINT,2605.6,-0.64,-1.66
BAJAJFINSV,1728.1,-0.7,-1.64
TRENT,4101.3,-0.76,-1.46
BAJAJ-AUTO,10377.5,-0.71,-1.39
HDFCLIFE,608.7,-0.63,-1.06
ONGC,299.35,-0.52,-1.01
BAJFINANCE,910.45,-0.19,-1.01
JIOFIN,233.06,-0.46,-0.94
NTPC,395.25,-0.27,-0.84
APOLLOHOSP,8082.5,-0.45,-0.67
CIPLA,1432.1,-0.32,-0.54
EICHERMOT,7014.5,-0.28,-0.52
GRASIM,2933.8,-0.17,-0.36
SBILIFE,1864.5,-0.12,-0.21
