symbol,ltp,changepct,contribution
INFY,1119.0,2.14,23.68
BHARTIARTL,1905.4,1.15,13.05
TMPV,356.55,4.99,8.26
KOTAKBANK,387.05,0.99,6.02
ITC,309.45,0.73,5.68
TCS,2264.0,0.8,5.05
MARUTI,13221.0,1.1,4.53
HINDUNILVR,2272.2,1.03,4.38
DRREDDY,1336.7,2.48,3.69
TECHM,1370.5,1.98,3.65
POWERGRID,305.85,1.34,3.26
COALINDIA,462.2,1.76,3.04
SUNPHARMA,1878.2,0.8,2.91
ADANIPORTS,1795.1,1.21,2.66
HCLTECH,1132.6,0.76,2.57
TITAN,4169.1,0.81,2.55
INDIGO,4314.9,0.8,2.06
WIPRO,190.0,0.89,1.24
TATACONSUM,1234.0,0.46,0.69
SHRIRAMFIN,937.9,0.3,0.68
ADANIENT,2716.0,0.11,0.14
MAXHEALTH,1050.1,0.05,0.08
