symbol,ltp,changepct,contribution
LT,4057.0,1.68,16.38
SBIN,1055.0,1.18,9.68
SHRIRAMFIN,1122.4,3.23,7.64
INFY,1174.0,0.56,6.45
GRASIM,3224.0,2.74,6.0
NTPC,349.9,1.82,5.87
JSWSTEEL,1330.0,2.31,5.29
HINDALCO,1040.0,1.96,4.78
BHARTIARTL,1978.0,0.4,4.73
BAJFINANCE,1158.8,0.85,4.71
M&M,3455.4,0.65,4.42
BAJAJ-AUTO,11800.0,1.72,3.52
ULTRACEMCO,12190.0,1.16,3.4
TATASTEEL,192.99,1.07,3.24
KOTAKBANK,400.0,0.5,3.16
HDFCLIFE,545.0,1.69,2.95
INDIGO,5400.0,0.78,2.09
TRENT,3129.0,0.69,1.38
EICHERMOT,7986.5,0.65,1.26
MARUTI,14190.0,0.16,0.69
TMPV,349.8,0.36,0.62
TATACONSUM,1096.3,0.39,0.61
WIPRO,186.99,0.37,0.54
MAXHEALTH,1080.0,0.28,0.48
DRREDDY,1176.0,0.29,0.45
TECHM,1650.0,0.09,0.17
ADANIENT,3050.0,0.0,0.0
NESTLEIND,1520.0,0.0,0.0
