symbol,ltp,changepct,contribution
HDFCBANK,735.0,-0.94,-29.4
RELIANCE,1280.0,-0.84,-17.83
TCS,2413.0,-1.91,-12.56
ICICIBANK,1450.1,-0.31,-6.36
ITC,286.95,-0.71,-5.75
HCLTECH,1350.0,-1.45,-5.11
SUNPHARMA,1940.0,-1.22,-4.63
AXISBANK,1253.9,-0.63,-4.59
ETERNAL,310.35,-0.66,-2.84
JIOFIN,261.95,-1.15,-2.44
APOLLOHOSP,8910.0,-1.55,-2.4
HINDUNILVR,2085.3,-0.53,-2.35
BAJAJFINSV,2086.0,-0.9,-2.19
SBILIFE,1879.9,-1.01,-1.87
TITAN,4912.4,-0.46,-1.51
ONGC,240.2,-0.74,-1.49
POWERGRID,281.75,-0.58,-1.47
ASIANPAINT,2760.0,-0.54,-1.46
BEL,390.0,-0.38,-1.19
COALINDIA,415.5,-0.5,-0.9
ADANIPORTS,1700.0,-0.39,-0.89
CIPLA,1458.8,-0.08,-0.14
