symbol,ltp,changepct,contribution
LT,3972.8,1.25,11.54
TATASTEEL,181.81,2.92,7.95
JSWSTEEL,1184.2,2.92,6.74
SBIN,930.25,0.81,5.78
BHARTIARTL,2090.2,0.49,5.77
INDUSINDBK,799.75,3.86,5.01
KOTAKBANK,2160.8,0.57,4.36
RELIANCE,1486.9,0.19,4.26
SBILIFE,1936.8,1.77,3.31
EICHERMOT,7002.5,1.39,2.52
HDFCLIFE,747.0,1.32,2.46
HDFCBANK,1003.55,0.06,2.07
HINDALCO,848.95,0.96,2.04
JIOFIN,307.95,0.79,1.58
SHRIRAMFIN,723.7,0.57,1.15
TMPV,411.5,0.35,1.11
ETERNAL,334.6,0.27,1.03
GRASIM,2932.9,0.31,0.76
APOLLOHOSP,7880.5,0.45,0.75
DRREDDY,1289.4,0.4,0.68
ADANIENT,2494.4,0.06,0.08
