symbol,ltp,changepct,contribution
BHARTIARTL,1992.1,2.66,31.11
ICICIBANK,1417.0,0.72,14.61
HDFCBANK,727.0,0.28,8.66
ADANIPORTS,1700.0,2.47,5.6
APOLLOHOSP,8920.5,3.59,5.51
ADANIENT,3035.1,2.31,3.1
WIPRO,184.0,0.49,0.7
ETERNAL,318.5,0.16,0.68
BAJAJ-AUTO,11700.0,0.33,0.67
BEL,410.8,0.07,0.22
M&M,3428.3,0.0,0.0
SUNPHARMA,1930.0,-0.1,-0.38
TITAN,5056.2,-0.15,-0.49
POWERGRID,266.05,-0.21,-0.53
GRASIM,3248.7,-0.26,-0.56
HDFCLIFE,535.85,-0.41,-0.71
TECHM,1632.8,-0.38,-0.72
DRREDDY,1200.0,-0.5,-0.77
MAXHEALTH,1008.6,-0.47,-0.79
TRENT,2978.0,-0.4,-0.79
EICHERMOT,8066.5,-0.42,-0.81
ITC,278.2,-0.11,-0.88
JSWSTEEL,1270.0,-0.39,-0.88
NESTLEIND,1499.1,-0.52,-0.98
CIPLA,1450.0,-0.61,-1.07
COALINDIA,407.1,-0.84,-1.49
TATACONSUM,1079.5,-1.02,-1.57
SBILIFE,1795.0,-0.95,-1.74
BAJFINANCE,1087.0,-0.35,-1.92
BAJAJFINSV,2008.3,-0.83,-2.0
KOTAKBANK,391.15,-0.32,-2.0
SHRIRAMFIN,1122.0,-0.92,-2.15
MARUTI,13834.0,-0.51,-2.16
ULTRACEMCO,11619.0,-0.75,-2.17
TATASTEEL,183.5,-0.74,-2.22
HCLTECH,1360.0,-0.74,-2.58
AXISBANK,1217.4,-0.36,-2.6
ONGC,236.4,-1.48,-2.96
INDIGO,5310.0,-1.13,-3.0
HINDUNILVR,2077.0,-0.72,-3.16
LT,4057.0,-0.34,-3.28
TCS,2361.0,-0.59,-3.84
HINDALCO,1029.5,-1.63,-3.93
NTPC,340.0,-1.25,-3.99
JIOFIN,249.05,-2.63,-5.51
INFY,1169.2,-0.5,-5.7
ASIANPAINT,2696.3,-2.2,-5.9
TMPV,334.5,-4.51,-7.69
RELIANCE,1310.0,-0.53,-11.13
SBIN,1067.7,-1.43,-11.6
