symbol,ltp,changepct,contribution
ICICIBANK,1288.7,1.24,24.36
BHARTIARTL,1827.0,2.14,24.22
ETERNAL,234.63,5.67,23.4
M&M,3128.9,3.06,19.92
LT,3542.8,2.12,19.8
HDFCBANK,845.35,0.57,17.07
TATASTEEL,195.43,4.54,13.17
AXISBANK,1228.1,1.1,7.68
KOTAKBANK,374.2,1.18,7.15
MARUTI,12972.0,1.69,6.93
BEL,439.35,2.29,6.86
HDFCLIFE,642.3,2.6,4.35
JSWSTEEL,1167.2,1.89,4.14
INDIGO,4287.9,1.56,4.01
HINDALCO,936.65,1.68,3.92
RELIANCE,1397.6,0.18,3.66
ONGC,264.75,1.65,3.19
SHRIRAMFIN,1004.6,1.27,2.88
JIOFIN,237.6,1.39,2.82
TMPV,319.2,1.53,2.53
ASIANPAINT,2238.2,0.92,2.39
GRASIM,2683.3,1.09,2.29
SUNPHARMA,1794.4,0.63,2.29
EICHERMOT,6910.0,1.21,2.25
SBILIFE,1932.1,1.2,2.12
TRENT,3634.5,1.07,2.04
MAXHEALTH,976.4,0.6,0.98
BAJAJ-AUTO,9110.0,0.41,0.8
DRREDDY,1283.8,0.54,0.8
NTPC,383.35,0.25,0.77
COALINDIA,462.25,0.42,0.72
POWERGRID,298.5,0.25,0.61
ULTRACEMCO,11116.0,0.15,0.42
TECHM,1341.8,0.17,0.31
APOLLOHOSP,7500.0,0.13,0.19
BAJAJFINSV,1774.7,0.05,0.12
