symbol,ltp,changepct,contribution
M&M,3534.7,-1.24,-7.62
DRREDDY,1250.9,-2.99,-5.14
COALINDIA,382.0,-2.4,-5.0
BAJFINANCE,1062.95,-0.91,-4.86
ETERNAL,330.45,-1.24,-4.75
BEL,407.2,-1.54,-4.09
MARUTI,16138.0,-1.06,-4.03
KOTAKBANK,2150.5,-0.48,-3.69
LT,3958.1,-0.37,-3.43
HINDUNILVR,2488.1,-0.36,-1.77
EICHERMOT,6952.0,-0.72,-1.31
HEROMOTOCO,5551.5,-1.03,-1.21
BAJAJ-AUTO,9034.0,-0.26,-0.55
APOLLOHOSP,7858.5,-0.28,-0.47
BAJAJFINSV,2137.0,-0.15,-0.38
TMPV,411.35,-0.04,-0.13
TCS,3057.6,-0.01,-0.08
WIPRO,242.28,-0.04,-0.06
