symbol,ltp,changepct,contribution
HDFCBANK,809.4,-1.05,-32.07
LT,3848.7,-2.03,-19.33
SBIN,1015.4,-2.08,-16.66
HCLTECH,1166.7,-4.46,-15.34
M&M,3093.3,-2.12,-14.07
ITC,275.55,-1.47,-11.63
INFY,1092.9,-0.88,-9.91
KOTAKBANK,378.65,-1.56,-9.64
BAJFINANCE,1006.6,-1.56,-8.44
SHRIRAMFIN,1013.9,-3.26,-7.53
MARUTI,13489.0,-1.5,-6.28
RELIANCE,1293.0,-0.3,-6.22
INDIGO,5108.0,-2.32,-6.08
HDFCLIFE,555.2,-3.17,-5.41
BAJAJFINSV,1869.2,-2.04,-4.86
JIOFIN,235.97,-2.25,-4.65
TMPV,333.35,-2.6,-4.38
BAJAJ-AUTO,10166.0,-2.07,-4.13
NTPC,348.15,-1.02,-3.21
ICICIBANK,1407.7,-0.13,-2.6
TECHM,1484.3,-1.34,-2.51
HINDUNILVR,2120.2,-0.49,-2.12
GRASIM,3113.3,-0.99,-2.12
TRENT,2869.1,-1.07,-2.08
MAXHEALTH,1092.9,-1.2,-1.99
TITAN,4573.7,-0.6,-1.92
ULTRACEMCO,11496.0,-0.65,-1.86
SBILIFE,1840.3,-0.84,-1.52
ASIANPAINT,2641.0,-0.42,-1.11
WIPRO,177.14,-0.72,-1.02
AXISBANK,1317.6,-0.14,-1.0
BEL,410.1,-0.17,-0.52
EICHERMOT,7279.5,-0.23,-0.44
TATACONSUM,1097.6,-0.09,-0.14
