symbol,ltp,changepct,contribution
INFY,1499.4,2.03,24.54
ICICIBANK,1411.0,0.94,21.18
M&M,3315.4,3.62,21.04
AXISBANK,1061.5,1.56,11.83
TATAMOTORS,690.15,3.16,9.49
ETERNAL,321.1,2.28,8.25
BAJAJ-AUTO,8967.0,3.89,7.76
TRENT,5450.0,2.87,7.35
TCS,3112.6,0.9,7.09
BHARTIARTL,1900.6,0.62,6.93
BAJFINANCE,889.35,1.31,6.61
POWERGRID,279.85,1.67,5.22
ASIANPAINT,2570.2,2.05,5.05
EICHERMOT,6280.0,2.9,5.0
ONGC,238.72,2.14,4.53
HINDALCO,719.6,2.22,4.48
ULTRACEMCO,12826.0,1.47,4.45
BAJAJFINSV,1943.5,1.57,3.71
NTPC,330.7,0.96,3.62
TECHM,1505.5,1.63,3.49
HCLTECH,1468.4,0.93,3.46
ADANIPORTS,1335.3,1.71,3.45
HEROMOTOCO,5244.0,3.07,3.4
BEL,373.9,1.22,3.06
KOTAKBANK,1968.6,0.42,3.05
NESTLEIND,1174.4,1.57,3.02
SBIN,806.05,0.44,2.98
TATASTEEL,156.17,1.09,2.82
SHRIRAMFIN,588.6,1.44,2.77
DRREDDY,1279.9,1.57,2.55
GRASIM,2803.9,1.02,2.39
ADANIENT,2284.2,1.76,2.34
MARUTI,14887.0,0.65,2.34
HDFCLIFE,781.8,1.26,2.23
INDUSINDBK,752.85,1.81,2.23
JSWSTEEL,1035.5,0.87,1.91
TATACONSUM,1075.7,0.97,1.65
COALINDIA,377.9,0.83,1.64
JIOFIN,314.05,0.75,1.42
APOLLOHOSP,7671.5,0.81,1.28
WIPRO,250.36,0.38,0.58
SBILIFE,1809.8,0.24,0.43
CIPLA,1587.2,-0.14,-0.27
LT,3598.4,-0.07,-0.61
TITAN,3618.6,-0.28,-0.88
HINDUNILVR,2649.5,-0.39,-1.82
HDFCBANK,950.6,-0.11,-3.6
RELIANCE,1353.9,-0.24,-5.11
ITC,405.85,-0.95,-8.42
SUNPHARMA,1563.3,-1.96,-8.64
