symbol,ltp,changepct,contribution
BHARTIARTL,2102.0,1.56,19.36
TITAN,3929.5,1.64,5.64
M&M,3621.0,0.36,2.57
TATACONSUM,1169.9,1.08,1.76
BAJAJ-AUTO,9008.0,0.76,1.63
ICICIBANK,1366.0,0.06,1.29
ASIANPAINT,2790.9,0.38,1.08
INDIGO,4974.0,0.17,0.48
TECHM,1578.2,0.18,0.36
KOTAKBANK,2182.4,0.05,0.33
SBILIFE,2036.0,0.05,0.1
TRENT,4108.7,-0.01,-0.02
NESTLEIND,1240.6,-0.23,-0.46
DRREDDY,1276.9,-0.29,-0.47
APOLLOHOSP,7051.5,-0.49,-0.8
TMPV,345.45,-0.49,-0.89
CIPLA,1499.6,-0.56,-1.04
ITC,401.7,-0.15,-1.28
COALINDIA,381.6,-0.74,-1.4
WIPRO,259.22,-0.96,-1.46
MARUTI,16354.0,-0.37,-1.66
EICHERMOT,7061.5,-0.84,-1.72
GRASIM,2799.1,-0.78,-1.8
POWERGRID,260.35,-0.71,-1.89
ADANIENT,2247.9,-1.36,-1.93
HDFCLIFE,764.35,-1.08,-1.98
SHRIRAMFIN,848.4,-0.81,-2.01
MAXHEALTH,1073.0,-1.14,-2.03
ADANIPORTS,1499.0,-0.9,-2.16
BEL,388.0,-0.7,-2.3
HINDUNILVR,2281.1,-0.54,-2.51
ONGC,232.21,-1.33,-2.82
NTPC,321.0,-0.91,-3.08
JIOFIN,295.25,-1.45,-3.22
HINDALCO,837.15,-1.26,-3.23
SUNPHARMA,1781.3,-0.88,-3.5
BAJAJFINSV,2035.2,-1.7,-4.35
ULTRACEMCO,11528.0,-1.71,-5.26
TCS,3205.1,-0.78,-5.39
SBIN,961.15,-0.63,-5.43
TATASTEEL,169.83,-1.76,-5.6
HDFCBANK,994.3,-0.18,-5.91
JSWSTEEL,1082.6,-2.89,-6.95
HCLTECH,1651.7,-1.92,-7.1
LT,4063.8,-0.7,-7.17
BAJFINANCE,998.4,-1.41,-8.2
INFY,1592.9,-0.87,-10.53
RELIANCE,1542.3,-0.89,-19.84
ETERNAL,284.45,-4.69,-21.22
AXISBANK,1219.6,-5.07,-38.81
