symbol,ltp,changepct,contribution
INFY,1448.9,-2.48,-30.02
ICICIBANK,1359.6,-1.19,-26.85
M&M,3396.5,-3.93,-22.87
HDFCBANK,945.05,-0.51,-16.72
TCS,2899.1,-2.01,-15.86
BAJFINANCE,985.1,-2.81,-14.2
ETERNAL,321.0,-3.5,-12.68
SUNPHARMA,1586.7,-2.57,-11.34
BHARTIARTL,1916.6,-0.99,-11.08
AXISBANK,1154.0,-1.09,-8.28
TATASTEEL,167.4,-2.97,-7.69
HCLTECH,1395.3,-2.04,-7.59
KOTAKBANK,1994.8,-0.94,-6.84
ASIANPAINT,2342.8,-2.61,-6.43
TECHM,1407.7,-2.6,-5.58
HINDUNILVR,2511.8,-1.06,-4.94
INDUSINDBK,712.75,-3.93,-4.84
TITAN,3327.3,-1.54,-4.82
BEL,395.9,-1.83,-4.6
WIPRO,235.75,-2.65,-4.05
BAJAJFINSV,2003.2,-1.62,-3.83
JIOFIN,295.85,-1.94,-3.68
TRENT,4679.0,-1.36,-3.49
JSWSTEEL,1130.8,-1.57,-3.45
SBIN,856.95,-0.49,-3.32
BAJAJ-AUTO,8702.0,-1.61,-3.22
NTPC,337.9,-0.77,-2.9
DRREDDY,1253.1,-1.76,-2.86
GRASIM,2746.8,-1.16,-2.72
APOLLOHOSP,7510.0,-1.52,-2.4
POWERGRID,282.25,-0.76,-2.38
TATACONSUM,1119.0,-1.36,-2.31
ADANIPORTS,1392.0,-1.09,-2.2
SHRIRAMFIN,606.05,-1.1,-2.12
NESTLEIND,1162.6,-0.94,-1.81
ULTRACEMCO,12070.0,-0.59,-1.79
ADANIENT,2543.7,-1.29,-1.72
COALINDIA,389.15,-0.86,-1.7
ONGC,238.02,-0.69,-1.46
CIPLA,1499.4,-0.69,-1.34
SBILIFE,1798.8,-0.61,-1.08
HEROMOTOCO,5328.0,-0.5,-0.55
HINDALCO,743.85,-0.24,-0.49
HDFCLIFE,764.4,-0.09,-0.16
