symbol,ltp,changepct,contribution
INFY,1130.0,0.8,9.07
HDFCBANK,729.0,0.28,8.61
JSWSTEEL,1327.0,2.57,5.79
HINDALCO,1058.5,2.37,5.68
TATASTEEL,186.3,1.8,5.36
HCLTECH,1322.0,1.5,5.19
HINDUNILVR,2030.0,0.74,3.23
DRREDDY,1190.0,1.3,1.98
TATACONSUM,1062.5,1.29,1.97
MARUTI,13620.0,0.41,1.73
BAJAJ-AUTO,11800.0,0.85,1.71
SUNPHARMA,1910.0,0.4,1.49
EICHERMOT,8047.0,0.46,0.88
ITC,269.7,0.11,0.88
COALINDIA,406.9,0.42,0.74
CIPLA,1437.9,0.4,0.7
WIPRO,181.31,0.29,0.41
M&M,3414.1,0.06,0.4
INDIGO,5115.0,0.1,0.26
APOLLOHOSP,8702.0,0.1,0.15
ONGC,236.55,0.06,0.12
ASIANPAINT,2640.8,0.03,0.08
ADANIENT,2998.6,0.05,0.07
TECHM,1584.0,0.0,0.0
TITAN,5079.0,-0.14,-0.45
NTPC,339.5,-0.15,-0.48
HDFCLIFE,552.95,-0.33,-0.57
LT,4090.0,-0.07,-0.67
NESTLEIND,1471.3,-0.39,-0.73
POWERGRID,271.4,-0.37,-0.92
ETERNAL,327.15,-0.26,-1.1
TRENT,2905.0,-0.65,-1.28
GRASIM,3288.0,-0.6,-1.29
MAXHEALTH,990.5,-0.95,-1.59
ULTRACEMCO,11504.0,-0.57,-1.64
JIOFIN,242.0,-0.82,-1.71
TMPV,314.4,-1.1,-1.86
KOTAKBANK,401.45,-0.34,-2.12
SHRIRAMFIN,1119.0,-0.97,-2.26
SBILIFE,1761.8,-1.73,-3.14
BAJAJFINSV,2001.7,-1.52,-3.64
ADANIPORTS,1672.1,-1.64,-3.69
BEL,409.0,-1.21,-3.72
TCS,2284.1,-0.78,-5.04
AXISBANK,1236.0,-0.79,-5.66
BHARTIARTL,1935.0,-0.57,-6.63
ICICIBANK,1415.0,-0.35,-7.06
SBIN,1039.5,-0.88,-7.1
BAJFINANCE,1077.0,-1.64,-8.94
RELIANCE,1309.8,-0.47,-9.81
