symbol,ltp,changepct,contribution
RELIANCE,1309.8,-0.47,-9.81
BAJFINANCE,1077.0,-1.64,-8.94
SBIN,1039.5,-0.88,-7.1
ICICIBANK,1415.0,-0.35,-7.06
BHARTIARTL,1935.0,-0.57,-6.63
AXISBANK,1236.0,-0.79,-5.66
TCS,2284.1,-0.78,-5.04
BEL,409.0,-1.21,-3.72
ADANIPORTS,1672.1,-1.64,-3.69
BAJAJFINSV,2001.7,-1.52,-3.64
SBILIFE,1761.8,-1.73,-3.14
SHRIRAMFIN,1119.0,-0.97,-2.26
KOTAKBANK,401.45,-0.34,-2.12
TMPV,314.4,-1.1,-1.86
JIOFIN,242.0,-0.82,-1.71
ULTRACEMCO,11504.0,-0.57,-1.64
MAXHEALTH,990.5,-0.95,-1.59
GRASIM,3288.0,-0.6,-1.29
TRENT,2905.0,-0.65,-1.28
ETERNAL,327.15,-0.26,-1.1
POWERGRID,271.4,-0.37,-0.92
NESTLEIND,1471.3,-0.39,-0.73
LT,4090.0,-0.07,-0.67
HDFCLIFE,552.95,-0.33,-0.57
NTPC,339.5,-0.15,-0.48
TITAN,5079.0,-0.14,-0.45
