symbol,ltp,changepct,contribution
ICICIBANK,1264.3,1.73,34.18
HDFCBANK,766.8,1.01,30.42
AXISBANK,1285.4,2.56,17.97
RELIANCE,1354.5,0.36,7.36
SHRIRAMFIN,941.0,2.87,6.54
TRENT,4296.5,3.02,5.8
KOTAKBANK,384.15,0.87,5.3
BAJFINANCE,916.55,0.98,5.23
HINDUNILVR,2203.6,1.13,4.82
ASIANPAINT,2639.8,1.58,4.12
EICHERMOT,6981.5,1.3,2.44
WIPRO,203.11,1.69,2.37
ULTRACEMCO,11569.0,0.83,2.34
NESTLEIND,1423.1,1.18,2.16
HINDALCO,1109.2,0.9,2.11
INDIGO,4438.6,0.81,2.09
JIOFIN,238.19,1.02,2.08
BAJAJFINSV,1766.0,0.79,1.86
SBILIFE,1870.7,0.58,1.03
APOLLOHOSP,8362.5,0.65,0.97
ADANIENT,2717.3,0.73,0.95
TMPV,363.35,0.55,0.91
TATASTEEL,209.19,0.29,0.85
JSWSTEEL,1285.5,0.33,0.73
HDFCLIFE,616.6,0.37,0.62
TECHM,1422.2,0.15,0.28
GRASIM,3155.3,0.03,0.06
