symbol,ltp,changepct,contribution
INFY,1626.8,1.55,18.73
TCS,3280.8,1.96,13.51
INDIGO,5115.5,2.71,7.63
ICICIBANK,1356.8,0.33,7.1
TECHM,1605.6,1.66,3.34
AXISBANK,1229.8,0.42,3.21
MAXHEALTH,1048.5,1.69,3.01
HINDALCO,856.7,0.93,2.38
WIPRO,263.85,1.04,1.58
ADANIPORTS,1495.7,0.63,1.51
SHRIRAMFIN,869.45,0.61,1.51
SBIN,977.55,0.17,1.46
HCLTECH,1661.4,0.39,1.44
ITC,400.4,0.15,1.27
DRREDDY,1280.0,0.63,1.02
TITAN,3919.3,0.29,1.0
HDFCLIFE,757.0,0.46,0.84
JSWSTEEL,1082.2,0.27,0.65
BAJAJFINSV,2026.3,0.25,0.64
ETERNAL,284.75,0.11,0.5
BAJFINANCE,1000.3,0.07,0.41
SBILIFE,2014.4,0.21,0.41
COALINDIA,385.3,0.14,0.26
CIPLA,1498.9,0.13,0.24
GRASIM,2807.6,0.04,0.09
RELIANCE,1544.4,0.0,0.0
