symbol,ltp,changepct,contribution
HDFCBANK,979.7,-0.44,-14.43
SUNPHARMA,1745.9,-2.62,-10.42
BHARTIARTL,2092.0,-0.76,-9.42
LT,4031.1,-0.77,-7.87
M&M,3586.6,-0.73,-5.2
TATASTEEL,168.12,-1.3,-4.13
POWERGRID,257.95,-1.21,-3.22
NTPC,318.5,-0.86,-2.91
KOTAKBANK,2164.6,-0.4,-2.65
ASIANPAINT,2759.7,-0.93,-2.64
ULTRACEMCO,11461.0,-0.68,-2.09
HINDUNILVR,2265.5,-0.44,-2.04
MARUTI,16329.0,-0.42,-1.89
BEL,383.45,-0.56,-1.84
BAJAJ-AUTO,8831.0,-0.72,-1.54
TATACONSUM,1171.5,-0.7,-1.14
ONGC,232.0,-0.39,-0.83
EICHERMOT,7106.5,-0.39,-0.8
TRENT,4030.0,-0.38,-0.79
JIOFIN,292.3,-0.29,-0.64
TMPV,345.8,-0.16,-0.29
ADANIENT,2229.3,-0.14,-0.2
NESTLEIND,1233.5,-0.09,-0.18
APOLLOHOSP,6918.5,-0.04,-0.07
